org_name,num_clinical,num_papers,num_patent,total_cost1,Totla_pub,per_$
AKRIVIS TECHNOLOGIES LLC,0,0,0,599840,0,0
MELIOLABS INC,0,0,0,599782,0,0
DIAGNOMICS INC,0,0,0,599460,0,0
VASCULOX INC,0,0,0,599374,0,0
INLIGHTA BIOSCIENCES LLC,0,0,0,597680,0,0
PGXL TECHNOLOGIES LLC,0,0,0,596264,0,0
QUALITY CONTROLLED BIOCHEMICALS INC,0,0,0,594644,0,0
LENTIGEN CORPORATION,0,0,0,594134,0,0
INVERESK RESEARCH INTERNATIONAL,0,0,0,593795,0,0
ALGOMEDIX INC,0,0,0,593636,0,0
PROTEIN PATHWAYS INC,0,0,0,590304,0,0
MOLECULAR INSIGHT PHARMACEUTICALS INC,0,0,0,589618,0,0
NAPO PHARMACEUTICALS INC,0,0,0,589041,0,0
JB THERAPEUTICS INC,0,0,0,588762,0,0
MONTANA MOLECULAR LLC,0,0,0,587499,0,0
THYMMUNE THERAPEUTICS INC,0,0,0,586728,0,0
MACQUARIE UNIVERSITY,0,0,0,584244,0,0
QURALIS CORPORATION,0,0,0,581708,0,0
IMPEDX DIAGNOSTICS INC,0,0,0,580166,0,0
GENETOBE INC,0,0,0,579790,0,0
AXIOS BIOSCIENCES,0,0,0,577390,0,0
DIFFREGEN LLC,0,0,0,576602,0,0
BIOSENSE TECHNOLOGIES INC,0,0,0,576168,0,0
DAYSAI BIOPHARMACEUTICALS INC,0,0,0,560984,0,0
GINER INC,0,0,0,559235,0,0
ALLOSTEROS THERAPEUTICS INC,0,0,0,558364,0,0
TEAMEDON INTERNATIONAL INC,0,0,0,556000,0,0
ALABAMA COLLEGE OF OSTEOPATHIC MEDICINE,0,0,0,554554,0,0
CLEVELAND LEUKEMIA THERAPEUTICS LLC,0,0,0,553436,0,0
VICAL INC,0,0,0,552941,0,0
ORGAN RECOVERY SYSTEMS INC,0,0,0,552032,0,0
HAEMATOLOGIC TECHNOLOGIES INC,0,0,0,551238,0,0
GLYCOPATH INC,0,0,0,550794,0,0
UNIV OF MEDDENT OF NJNJ DENTAL SCHOOL,0,0,0,550409,0,0
CAVALRY BIOSCIENCES INC,0,0,0,549192,0,0
CELLEX INC,0,0,0,549084,0,0
HYPERION INC,0,0,0,547668,0,0
CHARLES KNIRSCH MD MPH,0,0,0,545988,0,0
ALGOMETRX INC,0,0,0,544784,0,0
LYNX BIOSCIENCES LLC,0,0,0,537682,0,0
EIGER GROUP INTERNATIONAL INC,0,0,0,534210,0,0
E AND B TECHNOLOGIES LLC,0,0,0,532568,0,0
CYPRIS LLC,0,0,0,532344,0,0
TARGEPEUTICS INC,0,0,0,529785,0,0
ENGINEERING AND SCIENTIFIC RESEARCH ASSO,0,0,0,529286,0,0
ADRX INC,0,0,0,526359,0,0
KINETIQ INC,0,0,0,523336,0,0
NEURANO BIOSCIENCE,0,0,0,518505,0,0
KAMTEK INC,0,0,0,514777,0,0
VENOMYX INC,0,0,0,511738,0,0
LIFEPHARMS INC,0,0,0,511698,0,0
ANTHROBIO INC,0,0,0,508470,0,0
IDEC PHARMACEUTICALS CORPORATION,0,0,0,501481,0,0
HARO PHARMACEUTICAL INC,0,0,0,500000,0,0
BRATON BIOTECH INC,0,0,0,500000,0,0
CCC DIAGNOSTICS LLC,0,0,0,500000,0,0
CASTLE CREEK BIOSCIENCES LLC,0,0,0,500000,0,0
UNIVERSITY OF BOTSWANA,0,0,0,499994,0,0
AARDEN PHARMACEUTICALS INC,0,0,0,498538,0,0
IMBIO LLC,0,0,0,498016,0,0
REDSTORMSCIENTIFIC INC,0,0,0,497876,0,0
GERINDA THERAPEUTICS INC,0,0,0,496962,0,0
JAMES COOK UNIVERSITY OF NO QUEENSLAND,0,0,0,495904,0,0
NEUROCYCLE THERAPEUTICS INC,0,0,0,494651,0,0
SANTHERA PHARMACEUTICALS,0,0,0,492000,0,0
TARGETSITE THERAPEUTICS CORPORATION,0,0,0,490000,0,0
 HILLS PHARMA LLC,0,0,0,486564,0,0
RESILIO THERAPEUTICS LLC,0,0,0,481500,0,0
ALS THERAPY DEVELOPMENT FOUNDATION,0,0,0,480595,0,0
HOUSEY PHARMACEUTICAL RESEARCH LAB,0,0,0,478010,0,0
ZONEONE PHARMA INC,0,0,0,476932,0,0
INTERSCIENCE INC,0,0,0,475715,0,0
ATTOGENE,0,0,0,473848,0,0
PROGENICS PHARMACEUTICALS INC,0,0,0,473632,0,0
KENYATTA UNIVERSITY,0,0,0,473360,0,0
FAMILIES OF SPINAL MUSCULAR ATROPHY,0,0,0,472000,0,0
ICOGENEX CORPORATION,0,0,0,471270,0,0
MITOCHEM THERAPEUTICS LLC,0,0,0,466982,0,0
SYNTIRON LLC,0,0,0,466235,0,0
DEKKTEC INC,0,0,0,461448,0,0
GENESYS RESEARCH INC,0,0,0,459576,0,0
AQUILUS PHARMACEUTICALS INC,0,0,0,457639,0,0
PHILADELPHIA COLLEGE OF OSTEOPATHIC MED,0,0,0,453800,0,0
APIE THERAPEUTICS INC,0,0,0,452422,0,0
SAGE THERAPEUTICS INC,0,0,0,450496,0,0
INVENIO IMAGING INC,0,0,0,450000,0,0
SMART BIOMOLECULES INC,0,0,0,450000,0,0
ABRI SCIENCE LLC,0,0,0,450000,0,0
JME GROUP INC,0,0,0,450000,0,0
NESHER TECHNOLOGIES INC,0,0,0,450000,0,0
NOVATARG INC,0,0,0,450000,0,0
MYOLOGICA LLC,0,0,0,450000,0,0
SELECTA BIOSCIENCES INC,0,0,0,450000,0,0
GRADIENT BIOMODELING LLC,0,0,0,450000,0,0
COGNIZANCE BIOMARKERS LLC,0,0,0,450000,0,0
ACOMHAL RESEARCH INC,0,0,0,449998,0,0
AVRYGEN CORPORATION,0,0,0,449960,0,0
AEROPHASE INC,0,0,0,449892,0,0
TERAIMMUNE INC,0,0,0,449882,0,0
EXICURE INC,0,0,0,449870,0,0
TATVA BIOSCIENCES LLC,0,0,0,449738,0,0
METALLOPHARM LLC,0,0,0,449736,0,0
SORRENTO THERAPEUTICS INC,0,0,0,449646,0,0
NANOSYNTH MATERIALS AND SENSORS INC,0,0,0,449540,0,0
KORONIS BIOMEDICAL TECHNOLOGIES CORPORAT,0,0,0,449492,0,0
AQUARIUS BIOTECHNOLOGIES INC,0,0,0,449470,0,0
RECURSION PHARMACEUTICALS LLC,0,0,0,449250,0,0
SCYNEXIS INC,0,0,0,448576,0,0
NEXGEN ARRAYS LLC,0,0,0,448170,0,0
STARLIGHT CARDIOVASCULAR INC,0,0,0,448000,0,0
MULTIMERIC BIOTHERAPEUTICS INC,0,0,0,447798,0,0
BIOPICO,0,0,0,447796,0,0
SPLIT ROCK THERAPEUTICS LLC,0,0,0,447796,0,0
BABEL ANALYTICS LLC,0,0,0,447633,0,0
PROED INC,0,0,0,447547,0,0
BIOPTIGEN INC,0,0,0,447166,0,0
ELIXIRGEN LLC,0,0,0,445200,0,0
ATTODX INC,0,0,0,440460,0,0
ANTEGRIN THERAPEUTICS LLC,0,0,0,438618,0,0
RT INNOVATIONS,0,0,0,433405,0,0
TANGEN BIOSCIENCES INC,0,0,0,432060,0,0
BATTELLE CENTERSPUB HLTH RES EVALUATN,0,0,0,430900,0,0
LOYOLA MARYMOUNT UNIVERSITY,0,0,0,424875,0,0
MOUNT DESERT ISLAND BIOLOGICAL LAB,0,0,0,415000,0,0
DETROIT R D INC,0,0,0,409031,0,0
STEM PHARM INC,0,0,0,406500,0,0
MYOSIN THERAPEUTICS INC,0,0,0,406500,0,0
RXGEN INC,0,0,0,406076,0,0
BACCHUS THERAPEUTICS INC,0,0,0,405432,0,0
BRAINXELL INC,0,0,0,404554,0,0
UNIVERSITY OF ZURICH,0,0,0,404404,0,0
BIOFORMATIX INC,0,0,0,402154,0,0
RGENTA THERAPEUTICS INC,0,0,0,400034,0,0
KEMENTERIAN KESEHATAN RI,0,0,0,400003,0,0
CRIMSON BIOPHARM INC,0,0,0,400000,0,0
AMERICAN THROMBOSIS HEMOSTASIS NETWK,0,0,0,400000,0,0
KIBIO INC,0,0,0,400000,0,0
OLEOLIVE INC,0,0,0,399998,0,0
AXONEURAL THERAPEUTICS INC,0,0,0,399987,0,0
STRAND THERAPEUTICS INC,0,0,0,399962,0,0
BIOLOGICAL MIMETICS INC,0,0,0,399820,0,0
BENEVIR BIOPHARM INC,0,0,0,399808,0,0
ONCOSPHERIX INC,0,0,0,399774,0,0
ACOUSTIIC INC,0,0,0,399617,0,0
TRANSMURAL SYSTEMS LLC,0,0,0,399352,0,0
IMPLICYTE INC,0,0,0,399335,0,0
GLANNAVENTA INC,0,0,0,399331,0,0
MONON BIOVENTURES LLC,0,0,0,399314,0,0
EXVADE BIOSCIENCE INC,0,0,0,399217,0,0
SYMIC BIOMEDICAL INC,0,0,0,399178,0,0
RESOLUTE SCIENCE INC,0,0,0,398976,0,0
A AND G PHARMACEUTICAL INC,0,0,0,393954,0,0
BAYLOR COLL OF MED CHILDRENS FDNUGANDA,0,0,0,388800,0,0
DTX PHARMA LLC,0,0,0,387925,0,0
TVAX BIOMEDICAL INC,0,0,0,386381,0,0
VISIONARY PHARMACEUTICALS INC,0,0,0,386262,0,0
RECOMBINATION THERAPEUTICS LLC,0,0,0,385900,0,0
INHIBIKASE THERAPEUTICS,0,0,0,385888,0,0
PRIMITY INC,0,0,0,379310,0,0
MISSION RABIES USA INC,0,0,0,378750,0,0
MEDEA RESEARCH LABORATORIES INC,0,0,0,376752,0,0
METFORA LLC,0,0,0,373684,0,0
UNIVERSITY OF WISCONSIN STOUT,0,0,0,372680,0,0
SYNECTIQ CORPORATION,0,0,0,372010,0,0
PATHMAKER NEUROSYSTEMS INC,0,0,0,371628,0,0
PASCAL BIOSCIENCES US INC,0,0,0,371018,0,0
TOURO UNIVERSITY OF CALIFORNIA,0,0,0,370260,0,0
NORTHERN MICHIGAN UNIVERSITY,0,0,0,368200,0,0
RAINBIO INC,0,0,0,367624,0,0
EARLHAM COLLEGE,0,0,0,364923,0,0
PETRI BIO LLC,0,0,0,361931,0,0
VIRTUS THERAPEUTICS CORPORATION,0,0,0,359552,0,0
HAFION LLC,0,0,0,356066,0,0
GENCYTE THERAPEUTICS INC,0,0,0,354964,0,0
DCLK LLC,0,0,0,353412,0,0
ASCENDANT DIAGNOSTICS LLC,0,0,0,351462,0,0
ALGEN BIOTECHNOLOGIES INC,0,0,0,350000,0,0
EVVIA THERAPEUTICS INC,0,0,0,350000,0,0
COOPER UNIVERSITY HOSPITAL,0,0,0,342500,0,0
AVANTI POLAR LIPIDS INC,0,0,0,341137,0,0
GENOMIC EXPRESSION INC,0,0,0,340334,0,0
PRASAN PHARMACEUTICAL CONSULTANTS LLC,0,0,0,339918,0,0
TETRACORE INC,0,0,0,338794,0,0
GENSAIC INC,0,0,0,334571,0,0
#NAME?,0,0,0,334008,0,0
BUFFALO BIOLABS LLC,0,0,0,330694,0,0
CURI BIO INC,0,0,0,324648,0,0
INTERLAB CORPORATION,0,0,0,324065,0,0
PROVIDENCE HEALTH  SERVICES  OREGON,0,0,0,324000,0,0
NOSTOPHARMA LLC,0,0,0,318796,0,0
TEXAS CHRISTIAN UNIVERSITY,0,0,0,316044,0,0
ADVANCED CANCER THERAPEUTICS  LLC,0,0,0,315840,0,0
ADVANCED VISION THERAPIES INC,0,0,0,311846,0,0
MESA SCIENCE ASSOCIATES INC,0,0,0,311381,0,0
VASCUMAB LLC,0,0,0,310197,0,0
TYMORA ANALYTICAL OPERATIONS LLC,0,0,0,310000,0,0
MISSOURI UNIVERSITY OF SCIENCE  TECHNOLOGY,0,0,0,308927,0,0
NEMAGEN DISCOVERIES INC,0,0,0,307094,0,0
SONITU PHARMACEUTICALS LLC,0,0,0,306600,0,0
 BIO LLC,0,0,0,306500,0,0
AI METRICS LLC,0,0,0,306499,0,0
TEKSHIFA INC,0,0,0,306430,0,0
DEGRANIN THERAPEUTICS LLC,0,0,0,306424,0,0
AFRICA UNIVERSITY,0,0,0,306312,0,0
TRETHERA CORPORATION,0,0,0,305135,0,0
NOVAB INC,0,0,0,301956,0,0
FGF THERAPEUTICS INC,0,0,0,301892,0,0
ENVISAGENICS INC,0,0,0,301502,0,0
ACHILLION PHARMACEUTICALS INC,0,0,0,300000,0,0
QWIXEL THERAPEUTICS LLC,0,0,0,300000,0,0
SEQUOR PHARAMACEUTICALS LLC,0,0,0,300000,0,0
GENMA BIOSCIENCES INC,0,0,0,300000,0,0
YEWSAVIN INC,0,0,0,300000,0,0
APTALOGIC INC,0,0,0,300000,0,0
LUNA BIOSCIENCE INC,0,0,0,300000,0,0
ADELPHI TECHNOLOGY INC,0,0,0,300000,0,0
REJUVENATION TECHNOLOGIES INC,0,0,0,299987,0,0
ONCORUS INC,0,0,0,299976,0,0
AGENOVIR CORPORATION,0,0,0,299944,0,0
DISTRIBUTED BIO LLC,0,0,0,299941,0,0
RUMI SCIENTIFIC INC,0,0,0,299936,0,0
POLYMED INC,0,0,0,299916,0,0
SYNTHIS THERAPEUTICS INC,0,0,0,299900,0,0
ALTITUDE PHARMA INC,0,0,0,299900,0,0
TEXAS STATE DEPT OF HEALTH SERVICES,0,0,0,299896,0,0
AFG BIOSOLUTIONS INC,0,0,0,299798,0,0
B  W TEK INC,0,0,0,299757,0,0
BORAGEN INC,0,0,0,299639,0,0
TRITON SYSTEMS INC,0,0,0,299610,0,0
MEDSTAR HEALTH RESEARCH INSTITUTE,0,0,0,299449,0,0
NIGHTHAWK BIOSCIENCES INC,0,0,0,299411,0,0
HEPATX CORPORATION,0,0,0,299398,0,0
GENCIRQ INC,0,0,0,299300,0,0
COMPUTER TECHNOLOGY ASSOCIATES INC,0,0,0,298940,0,0
BRIDGENE BIOSCIENCES INC,0,0,0,298928,0,0
MEDSHAPE SOLUTIONS INC,0,0,0,298914,0,0
HUMANETICS CORPORATION,0,0,0,298474,0,0
MUHIMBILI UNIVERSITY ALLIED HLTH SCIS,0,0,0,298270,0,0
BOSTON IMMUNE TECHNOLOGIES AND THERAPEUTICS INC,0,0,0,298049,0,0
INGENIOUS TARGETING LABORATORY INC,0,0,0,297204,0,0
TARN BIOSCIENCES INC,0,0,0,297136,0,0
LICKENBROCK TECHNOLOGIES LLC,0,0,0,296686,0,0
QX THERAPEUTICS INC,0,0,0,296641,0,0
NANOSHELL COMPANY LLC,0,0,0,296470,0,0
CIRCA BIOSCIENCE LLC,0,0,0,295724,0,0
GIGAMUNE INC,0,0,0,295294,0,0
CHIANG MAI UNIVERSITY,0,0,0,295210,0,0
CURATIX LLC,0,0,0,293970,0,0
INTELLIGENT OPTICAL SYSTEMS INC,0,0,0,285879,0,0
EMPIRE GENOMICS LLC,0,0,0,284864,0,0
WEINBERG MEDICAL PHYSICS LLC,0,0,0,284524,0,0
COMPLEGEN INC,0,0,0,284047,0,0
ATIGEN,0,0,0,279832,0,0
UNIVERSITY OF LONDON,0,0,0,278187,0,0
MOUNT KENYA UNIVERSITY,0,0,0,277612,0,0
TERNALYS THERAPEUTICS INC,0,0,0,275766,0,0
MICROBIOLOGICAL ASSOCIATES,0,0,0,275472,0,0
SEGUETX PANCREATIC CANCER LLC,0,0,0,274999,0,0
ARCASCOPE INC,0,0,0,273613,0,0
KYPHA INC,0,0,0,273487,0,0
OAK THERAPEUTICS INC,0,0,0,273458,0,0
TRULY TECHNOLOGIES LLC,0,0,0,272625,0,0
SYNAPSE BIOMEDICAL INC,0,0,0,267380,0,0
LUNA LABS USA LLC,0,0,0,267348,0,0
MAGELLAN BIOSCIENCE GROUP INC,0,0,0,267122,0,0
CLARIAN HEALTH PARTNERS INC,0,0,0,265276,0,0
UNIVERSITY MEDICAL ASSOCIATES,0,0,0,262538,0,0
PARABON NANOLABS INC,0,0,0,260804,0,0
TEICHOS LABORATORIES LLC,0,0,0,259613,0,0
ATGC INC,0,0,0,259520,0,0
CHIMERNA THERAPEUTICS INC,0,0,0,256158,0,0
NORTIS INC,0,0,0,255716,0,0
CFD RESEARCH CORPORATION,0,0,0,253606,0,0
ALPENGLOW BIOSCIENCES INC,0,0,0,252522,0,0
RIDGELINE THERAPEUTICS LLC,0,0,0,252131,0,0
CYTEGEN CORPORATION,0,0,0,252092,0,0
NEUTROLIS INC,0,0,0,251744,0,0
INSO BIOSCIENCES INC,0,0,0,250894,0,0
ADVERTENT BIOTHERAPEUTICS INC,0,0,0,250011,0,0
RESVITA BIO INC,0,0,0,249935,0,0
ASYLIA THERAPEUTICS INC,0,0,0,246451,0,0
ROTHBERG INSTITUTE INC,0,0,0,244691,0,0
ENDEAVOR CORPORATION,0,0,0,244246,0,0
JANUSQ LLC,0,0,0,240938,0,0
ONCOARENDI THERAPEUTICS LLC,0,0,0,237200,0,0
MEDLUIDICS LLC,0,0,0,233541,0,0
BARTH SYNDROME FOUNDATION,0,0,0,233000,0,0
IGEN INC,0,0,0,232750,0,0
HOOD COLLEGE,0,0,0,232500,0,0
CHILDRENS HOSPITAL OF WISCONSIN,0,0,0,232000,0,0
FLUXUS INC,0,0,0,230284,0,0
ZENVAX LLC,0,0,0,230244,0,0
PROGNOSYS BIOSCIENCES INC,0,0,0,230089,0,0
CHARLESSON LLP,0,0,0,227286,0,0
AVOLYNT INC,0,0,0,226375,0,0
EMERGENT BIOTECHNOLOGIES LLC,0,0,0,225722,0,0
LGENIA INC,0,0,0,225343,0,0
BLUE RESONANCE LLC,0,0,0,225000,0,0
RYTEK MEDICAL INC,0,0,0,224640,0,0
ELIXERA INC,0,0,0,224624,0,0
ETHOS RESEARCH AND DEVELOPMENT LLC,0,0,0,224592,0,0
INDEPTH PHARMACEUTICALS LLC,0,0,0,224281,0,0
SHIELD PHARMA INC,0,0,0,223813,0,0
ATOM SCIENCES INC,0,0,0,223318,0,0
SPECTRAGENETICS,0,0,0,222717,0,0
TENEOBIO INC,0,0,0,221204,0,0
OSTEOGENESIS IMPERFECTA FOUNDATION INC,0,0,0,220000,0,0
SEPRACOR INC,0,0,0,217265,0,0
SUNNYBROOK WOMENS COLL HLTH SCIS CTR,0,0,0,216000,0,0
WOOD HUDSON CANCER RESEARCH LAB INC,0,0,0,214179,0,0
UNIVERSITY OF SAN FRANCISCO,0,0,0,213235,0,0
BIOSTREAM THERAPEUTICS INC,0,0,0,208726,0,0
CARIGENT THERAPEUTICS,0,0,0,204344,0,0
AUGUSTA PHARMACEUTICALS INC,0,0,0,203208,0,0
NEURAL SIGNALS INC,0,0,0,200288,0,0
KOSAN BIOSCIENCES INC,0,0,0,200000,0,0
REATA PHARMACEUTICALS INC,0,0,0,200000,0,0
ASPEN MEDISYS LLC,0,0,0,200000,0,0
BIOMEDISYN CORPORATION,0,0,0,200000,0,0
PANBIO INC,0,0,0,199848,0,0
BLACKROCK MICROSYSTEMS,0,0,0,199809,0,0
IDAHO TECHNOLOGY,0,0,0,199444,0,0
COMMONWEALTH BIOTECHNOLOGIES INC,0,0,0,199350,0,0
BIODEFENSE TECHNOLOGIES INC,0,0,0,198456,0,0
ANOVIA LLC,0,0,0,198281,0,0
INNOVATIVE BIOTECHNOLOGIES INTERNATIONAL,0,0,0,198109,0,0
MAGPLANE TECHNOLOGY INC,0,0,0,197515,0,0
METAFOLD THERAPEUTICS INC,0,0,0,196688,0,0
TOPH BIOLOGICALS INC,0,0,0,194005,0,0
CLEVELAND MEDICAL DEVICES INC,0,0,0,193925,0,0
HARVEY MUDD COLLEGE,0,0,0,192900,0,0
PROMEGA CORPORATION,0,0,0,190801,0,0
BRIDGEWATER STATE COLLEGE,0,0,0,187582,0,0
UNIVERSITY OF MANITOBA,0,0,0,186196,0,0
APPLIED BIOMATHEMATICS INC,0,0,0,186077,0,0
MED BIOTECH LABORATORIES,0,0,0,185731,0,0
GENZYME TRANSGENICS CORPORATION GTC,0,0,0,184246,0,0
YARMOUK UNIVERSITY,0,0,0,184086,0,0
EDJ ASSOCIATES INC,0,0,0,183858,0,0
RUGA CORPORATION,0,0,0,183071,0,0
AMERICAN HEALTH SCIENCES LLC,0,0,0,181500,0,0
CELEK PHARMACEUTICALS LLC,0,0,0,180571,0,0
CORNELIA DE LANGE SYNDROME FOUNDATION,0,0,0,180000,0,0
DE PAUW UNIVERSITY,0,0,0,179400,0,0
ARBIOS TECHNOLOGIES INC,0,0,0,177936,0,0
MYRIAD PROTEOMICS,0,0,0,176791,0,0
GLYCOBIA INC,0,0,0,175860,0,0
NDI MEDICAL LLC,0,0,0,171320,0,0
NATIONAL TAIWAN UNIVERSITY,0,0,0,170000,0,0
APOPO VZW,0,0,0,169567,0,0
THERADIGM INC,0,0,0,165300,0,0
GENEPHARM INC,0,0,0,164303,0,0
SOLIXIA INC,0,0,0,161098,0,0
NOVARTIS INST FOR FUNCTIONAL GENOMICS,0,0,0,161000,0,0
US FOGARTY INTERNATIONAL CENTER,0,0,0,160930,0,0
APPLIED GENE TECHNOLOGIES INC,0,0,0,154252,0,0
PHTHISIS DIAGNOSTICS,0,0,0,153916,0,0
ZYGOGEN LLC,0,0,0,153320,0,0
TEXAS SOUTHERN UNIVERSITY,0,0,0,153000,0,0
UNIVERSITY OF WASHINGTON,0,0,0,151222,0,0
CAPTOZYME LLC,0,0,0,150788,0,0
PHARMINGEN,0,0,0,150000,0,0
TUMOREX INC,0,0,0,150000,0,0
STRATEGIC GOVERNMENT BUSCONSULGROUP,0,0,0,150000,0,0
MISSISSIPPI UNIVERSITY FOR WOMEN,0,0,0,150000,0,0
TRANZ BIOSCIENCES LLC,0,0,0,149995,0,0
VIRUS RESEARCH INSTITUTE,0,0,0,149955,0,0
INVENTOX LLC,0,0,0,149800,0,0
AP LIFESCIENCES LLC,0,0,0,149676,0,0
SKYRAN BIOLOGICS INC,0,0,0,149664,0,0
INNERSEA TECHNOLOGY INC,0,0,0,148842,0,0
AMERICAN UNIVERSITY OF BEIRUT,0,0,0,148502,0,0
COLBY COLLEGE,0,0,0,148000,0,0
MOTILITY INC,0,0,0,147000,0,0
COGS LLP,0,0,0,147000,0,0
CARNOW CONIBEAR AND ASSOCIATES LTD,0,0,0,146789,0,0
AZANO PHARMACEUTICALS INC,0,0,0,146716,0,0
STAGEMARK INC,0,0,0,143725,0,0
CHINESE ACADEMY OF MEDICAL SCIENCES,0,0,0,143500,0,0
UNIVERSITY OF NEWCASTLE,0,0,0,142200,0,0
PHYSICAL OPTICS CORPORATION,0,0,0,142086,0,0
MERRIFIELD LABORATORIES INC,0,0,0,141902,0,0
ACTIVX BIOSCIENCES INC,0,0,0,140000,0,0
ACCESS PHARMACEUTICALS INC,0,0,0,139955,0,0
CELLULAR TECHNOLOGY LIMITED,0,0,0,137900,0,0
FERRUM COLLEGE,0,0,0,137800,0,0
MYCOSYNTHETIX INC,0,0,0,135992,0,0
WARREN E COLLINS INC,0,0,0,135764,0,0
ELIANCE BIOTECHNOLOGY INC,0,0,0,133750,0,0
NEUROCRINE BIOSCIENCES INC,0,0,0,133067,0,0
ENVIVO PHARMACEUTICALS INC,0,0,0,132621,0,0
NATURAL PRODUCTSGLYCOTECHNOLOGY RES INS,0,0,0,129502,0,0
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,0,0,0,129440,0,0
BIOMEDICAL DEVELOPMENT CORPORATION,0,0,0,128334,0,0
FHC INC,0,0,0,125832,0,0
ANJIN GROUP INC,0,0,0,122830,0,0
JOUBERT SYNDROMERELATED DISORDERS FDN,0,0,0,122004,0,0
FRIEDREICHS ATAXIA RESEARCH ALLIANCE,0,0,0,120800,0,0
AVANT IMMUNOTHERAPEUTICS INC,0,0,0,120511,0,0
PULSAR CLINICAL TECHNOLOGIES INC,0,0,0,120209,0,0
PASTEUR INSTITUTE FROM MADAGASCAR,0,0,0,120000,0,0
HYSEQ INC,0,0,0,119413,0,0
PHASE  DISCOVERY INC,0,0,0,119065,0,0
Q THERAPEUTICS INC,0,0,0,118355,0,0
CV THERAPEUTICS INC,0,0,0,118261,0,0
MICROBIOLOGICAL ASSOCIATES INC,0,0,0,116727,0,0
NORTHERN VERMONT UNIVERSITYJOHNSON,0,0,0,115424,0,0
PUBLIC HEALTH FOUNDATION ENTERPRISES,0,0,0,115100,0,0
COLUMBUS NANOWORKS INC,0,0,0,114850,0,0
TOWSON UNIVERSITY,0,0,0,111821,0,0
DIAMIR LLC,0,0,0,110956,0,0
LONDON REGIONAL CANCER CENTRE,0,0,0,110372,0,0
PRIMARY IMMUNODEFICIENCY RES CONSORTIUM,0,0,0,110000,0,0
MUJHU CARE,0,0,0,108000,0,0
TRANSFUSION AND TRANSPLANTATION TECH,0,0,0,106850,0,0
HADASSAHHEBREW UNIVERSITY MEDICAL CTR,0,0,0,106731,0,0
SOUTHEAST MISSOURI STATE UNIVERSITY,0,0,0,105742,0,0
SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,0,0,0,104558,0,0
VETERINARY TECHNOLOGIES CORPORATION,0,0,0,102900,0,0
SOUTHERN UNIV AM COL BATON ROUGE,0,0,0,102460,0,0
AASTROM BIOSCIENCES INC,0,0,0,101262,0,0
AGIOS PHARMACEUTICALS INC,0,0,0,101250,0,0
SUSQUEHANNA UNIVERSITY,0,0,0,100740,0,0
WESTERN INSTITUTE FOR BIOMEDICAL RES,0,0,0,100074,0,0
VALENTIS INC,0,0,0,100000,0,0
AVANIR PHARMACEUTICALS,0,0,0,100000,0,0
MALARIA FOUNDATION INC,0,0,0,100000,0,0
WEILIN BIOTECHNOLOGY INC,0,0,0,100000,0,0
ORAGENICS INC,0,0,0,100000,0,0
CAELUM RESEARCH CORPORATION,0,0,0,100000,0,0
CUBIST PHARMACEUTICALS INC,0,0,0,100000,0,0
PATHOGENESIS CORPORATION,0,0,0,100000,0,0
THIOS PHARMACEUTICALS INC,0,0,0,100000,0,0
LOCOMOTION INC,0,0,0,100000,0,0
POINT VISTA SOFTWARE LLC,0,0,0,100000,0,0
ANERGEN INC,0,0,0,100000,0,0
TDA RESEARCH INC,0,0,0,100000,0,0
SOCRATECH LLC,0,0,0,100000,0,0
GENERX+ INC,0,0,0,100000,0,0
HEMOCLEANSE INC,0,0,0,100000,0,0
BIO DIAGNOSTICS LTD,0,0,0,100000,0,0
ATAIRGIN BIOTECHNOLOGIES INC,0,0,0,100000,0,0
RECEPTORPRO INC,0,0,0,100000,0,0
PRECISION HAEMOSTATICS INC,0,0,0,100000,0,0
ADVANCED LIFE SCIENCES INC,0,0,0,100000,0,0
VASCULAR VISION PHARMACEUTICALS COMPANY,0,0,0,100000,0,0
TECHLAB INC,0,0,0,100000,0,0
COCENSYS INC,0,0,0,100000,0,0
GOLDFINCH DIAGNOSTICS INC,0,0,0,100000,0,0
CORRELAGEN DIAGNOSTICS INC,0,0,0,100000,0,0
PRESSURE BIOSCIENCE INC,0,0,0,99994,0,0
SCIENCE AND ENGINEERING SERVICES INC,0,0,0,99990,0,0
CMOTION INC,0,0,0,99982,0,0
MEGAN HEALTH INC,0,0,0,99978,0,0
RHEONIX INC,0,0,0,99975,0,0
OSTEOSCREEN INC,0,0,0,99974,0,0
REHABTEK LLC,0,0,0,99966,0,0
EFFIGENE PHARMACEUTICALS INC,0,0,0,99960,0,0
IMMERSION MEDICAL INC,0,0,0,99872,0,0
KIMERAGEN INC,0,0,0,99846,0,0
PROTEZ PHARMACEUTICALS INC,0,0,0,99700,0,0
VALEN BIOTECH INC,0,0,0,99696,0,0
AURITEC PHARMACEUTICALS INC,0,0,0,99368,0,0
PROSCRIPT INC,0,0,0,99163,0,0
MORPHOGENESIS INC,0,0,0,98770,0,0
CEREGENE INC,0,0,0,98625,0,0
ANALYTICAL BIOLOGICAL SERVICES INC,0,0,0,98530,0,0
ARTSCO INC,0,0,0,97997,0,0
GDS TECHNOLOGY INC,0,0,0,97949,0,0
OPTICAL THERAPEUTIC TECHNOLOGIES INC,0,0,0,97810,0,0
