GardID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0015102,Subtype of disorder,[Disease subtype],Pachyonychia congenita 1,"[Pachyonychia congenita, jadassohn-lewandowsky type, formerly, jadassohn-lewandowsky syndrome, formerly]"
GARD:0015103,Subtype of disorder,[Disease subtype],Pachyonychia congenita 2,"[Pachyonychia congenita, jackson-lawler type, formerly]"
GARD:0015104,Subtype of disorder,[Morphological anomaly subtype],"Pancreas, dorsal, agenesis of",
GARD:0015105,Subtype of disorder,[Disease subtype],Pheochromocytoma,"[Pheochromocytoma, susceptibility to]"
GARD:0015106,Subtype of disorder,[Disease subtype],Gist-plus syndrome,"[Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal, formerly]"
GARD:0015107,Subtype of disorder,[Etiological subtype],Brain small vessel disease 1 with or without ocular anomalies,"[Hemiplegia, infantile, with porencephaly, leukoencephalopathy with axenfeld-rieger anomaly, porencephaly, type 1, autosomal dominant, formerly, porencephaly 1, formerly, porencephaly, type 1, formerly, brain small vessel disease with hemorrhage, brain small vessel disease with axenfeld-rieger anomaly, retinal arteriolar tortuosity, infantile hemiparesis, and leukoencephalopathy, autosomal dominant]"
GARD:0015108,Subtype of disorder,[Disease subtype],"Porokeratosis 1, multiple types",[Porokeratosis of mibelli]
GARD:0015109,Subtype of disorder,[Disease subtype],Retinal aplasia,[Amaurosis congenita]
GARD:0015110,Subtype of disorder,[Disease subtype],Retinitis pigmentosa 10,
GARD:0015111,Subtype of disorder,[Disease subtype],"Retinopathy, pericentral pigmentary, dominant",
GARD:0015112,Subtype of disorder,[Disease subtype],"Schistosoma mansoni infection, susceptibility/resistance to",
GARD:0015113,Subtype of disorder,[Disease subtype],Spinal arachnoiditis,
GARD:0015114,Subtype of disorder,[Disease subtype],"Spondyloepiphyseal dysplasia tarda, autosomal dominant",
GARD:0015115,Subtype of disorder,[Malformation syndrome subtype],Multiple synostoses syndrome 1,"[symphalangism-brachydactyly syndrome, deafness-symphalangism syndrome of herrmann, Synostoses, multiple, with brachydactyly, wl syndrome, facioaudiosymphalangism syndrome]"
GARD:0015116,Subtype of disorder,[Malformation syndrome subtype],Thoracolaryngopelvic dysplasia,[Barnes syndrome]
GARD:0015117,Subtype of disorder,[Disease subtype],"Bleeding disorder, platelet-type, 17","[Thrombasthenia-thrombocytopenia, hereditary]"
GARD:0015118,Subtype of disorder,[Malformation syndrome subtype],Digeorge syndrome,"[hypoplasia of thymus and parathyroids, Chromosome 22q11.2 deletion syndrome, third and fourth pharyngeal pouch syndrome]"
GARD:0015119,Subtype of disorder,[Disease subtype],"Thyrotoxic periodic paralysis, susceptibility to, 1",
GARD:0015120,Subtype of disorder,[Malformation syndrome subtype],"Blount disease, infantile","[tibia vara, infantile, Osteochondrosis deformans tibiae, infantile]"
GARD:0015121,Subtype of disorder,[Disease subtype],Tuberous sclerosis 1,"[Tuberous sclerosis complex, tuberose sclerosis]"
GARD:0015122,Subtype of disorder,[Disease subtype],Uncombable hair syndrome 1,"[pili trianguli et canaliculi, Uncombable hair syndrome]"
GARD:0015123,Subtype of disorder,[Malformation syndrome subtype],Velocardiofacial syndrome,"[Chromosome 22q11.2 deletion syndrome, vcf syndrome, shprintzen vcf syndrome]"
GARD:0015124,Subtype of disorder,[Disease subtype],Wilms tumor 1,[Nephroblastoma]
GARD:0015125,Subtype of disorder,[Disease subtype],Wilms tumor 3,
GARD:0015126,Subtype of disorder,[Disease subtype],Dehydrated hereditary stomatocytosis 1 with or without pseudohyperkalemia and/or perinatal edema,"[xerocytosis, hereditary, Dehydrated hereditary stomatocytosis, pseudohyperkalemia, familial, 1, due to red cell leak, desiccytosis, hereditary, pseudohyperkalemia edinburgh]"
GARD:0015127,Subtype of disorder,[Disease subtype],Abetalipoproteinemia,"[Acanthocytosis, mtp deficiency, bassen-kornzweig syndrome, microsomal triglyceride transfer protein deficiency]"
GARD:0015128,Subtype of disorder,[Malformation syndrome subtype],Carpenter syndrome 1,"[Carpenter syndrome, acrocephalopolysyndactyly type ii, acps ii]"
GARD:0015129,Subtype of disorder,[Disease subtype],"Neuropathy, hereditary sensory and autonomic, type iia","[acroosteolysis, giaccai type, neuropathy, hereditary sensory radicular, autosomal recessive, morvan disease, neuropathy, hereditary sensory, type iia, neuropathy, congenital sensory, acroosteolysis, neurogenic, hsn iia, Hsan iia, neuropathy, progressive sensory, of children]"
GARD:0015130,Subtype of disorder,[Malformation syndrome subtype],"Acrorenal syndrome, autosomal recessive",
GARD:0015131,Subtype of disorder,[Disease subtype],"Adrenal hypoplasia, cytomegalic type",
GARD:0015132,Subtype of disorder,[Disease subtype],"Adrenocortical carcinoma, hereditary",
GARD:0015133,Subtype of disorder,[Disease subtype],Adrenocortical unresponsiveness to acth with postreceptor defect,[Familial glucocorticoid deficiency due to defect distal to acth receptor]
GARD:0015134,Subtype of disorder,[Disease subtype],Peroxisome biogenesis disorder 2b,
GARD:0015135,Subtype of disorder,[Disease subtype],Alopecia universalis congenita,"[Atrichia, generalized]"
GARD:0015136,Subtype of disorder,[Clinical subtype],"Amelogenesis imperfecta, type ic","[amelogenesis imperfecta, hypoplastic, with or without open-bite malocclusion, autosomal recessive, Amelogenesis imperfecta, local hypoplastic type, autosomal recessive]"
GARD:0015137,Subtype of disorder,[Disease subtype],"Amyotrophic lateral sclerosis 2, juvenile","[Als, juvenile]"
GARD:0015138,Subtype of disorder,[Disease subtype],Amyotrophic lateral sclerosis with polyglucosan bodies,
GARD:0015139,Subtype of disorder,[Malformation syndrome subtype],"Arthrogryposis, renal dysfunction, and cholestasis 1",[Arc syndrome]
GARD:0015140,Subtype of disorder,[Malformation syndrome subtype],Short-rib thoracic dysplasia 1 with or without polydactyly,
GARD:0015141,Subtype of disorder,[Disease subtype],Ataxia-telangiectasia with generalized skin pigmentation and early death,
GARD:0015142,Subtype of disorder,[Malformation syndrome subtype],"Bifid nose, autosomal recessive","[nose, median cleft of, Median fissure of nose]"
GARD:0015143,Subtype of disorder,[Malformation syndrome subtype],Seckel syndrome 1,"[bird-headed dwarfism, nanocephalic dwarfism, seckel-type dwarfism, microcephalic primordial dwarfism i, Sckl]"
GARD:0015144,Subtype of disorder,[Malformation syndrome subtype],"Microcephalic osteodysplastic primordial dwarfism, type i","[brachymelic primordial dwarfism, low-birth-weight dwarfism with skeletal dysplasia, taybi-linder syndrome, osteodysplastic primordial dwarfism, type i, cephaloskeletal dysplasia, Mopd i]"
GARD:0015145,Subtype of disorder,[Malformation syndrome subtype],"Microcephalic osteodysplastic primordial dwarfism, type iii","[mopd, sicilian fairy type, osteodysplastic primordial dwarfism, type iii, mopd, caroline crachami type, microcephalic osteodysplastic primordial dwarfism, caroline crachami type, microcephalic osteodysplastic primordial dwarfism, sicilian fairy type, Mopd iii]"
GARD:0015146,Subtype of disorder,[Clinical subtype],"Tumoral calcinosis, hyperphosphatemic, familial, 1","[Tumoral calcinosis, hyperphosphatemic, familial, lipocalcinogranulomatosis, tumoral calcinosis, primary hyperphosphatemic, teutschlaender disease, familial, cortical hyperostosis with hyperphosphatemia, morbus teutschlaender, calcinosis, tumoral, with hyperphosphatemia, hyperostosis-hyperphosphatemia syndrome, hyperostosis with hyperphosphatemia]"
GARD:0015148,Subtype of disorder,[Disease subtype],"Cardiac lipidosis, familial",
GARD:0015149,Subtype of disorder,[Disease subtype],Peroxisome biogenesis disorder 2a (zellweger),
GARD:0015150,Subtype of disorder,[Clinical subtype],Cerebrooculofacioskeletal syndrome 1,"[pena-shokeir syndrome, type ii, Cofs syndrome]"
GARD:0015151,Subtype of disorder,[Malformation syndrome subtype],"Klippel-feil syndrome 2, autosomal recessive","[Kfs, autosomal recessive, cervical vertebral fusion, autosomal recessive]"
GARD:0015152,Subtype of disorder,[Disease subtype],"Chorea, benign familial",
GARD:0015153,Subtype of disorder,[Disease subtype],Coach syndrome 1,"[cerebellar vermis hypo/aplasia, oligophrenia, congenital ataxia, ocular coloboma, and hepatic fibrosis, Coach syndrome, joubert syndrome with congenital hepatic fibrosis]"
GARD:0015154,Subtype of disorder,[Clinical subtype],Cockayne syndrome a,
GARD:0015155,Subtype of disorder,[Disease subtype],Complement component c1r/c1s deficiency,[C1r/c1s deficiency]
GARD:0015156,Subtype of disorder,[Malformation syndrome subtype],Craniodiaphyseal dysplasia,
GARD:0015157,Subtype of disorder,[Disease subtype],"Cutis laxa, autosomal recessive, type ia","[cutis laxa, autosomal recessive, Arcl1]"
GARD:0015158,Subtype of disorder,[Disease subtype],"Mitochondrial complex iv deficiency, nuclear type 1","[Mitochondrial complex iv deficiency, cytochrome c oxidase deficiency, cox deficiency]"
GARD:0015159,Subtype of disorder,[Disease subtype],"Mitochondrial complex iv deficiency, nuclear type 5","[Cytochrome c oxidase deficiency, french canadian type, cox deficiency, french canadian type, cox deficiency, saguenay-lac-saint-jean type, leigh syndrome, french canadian type, leigh syndrome, saguenay-lac-saint-jean type]"
GARD:0015160,Subtype of disorder,[Malformation syndrome subtype],Ritscher-schinzel syndrome 1,"[3c syndrome, dandy-walker-like malformation with atrioventricular septal defect, Craniocerebellocardiac dysplasia]"
GARD:0015161,Subtype of disorder,[Morphological anomaly subtype],Diaphragmatic hernia 2,
GARD:0015162,Subtype of disorder,[Malformation syndrome subtype],Meier-gorlin syndrome 1,"[Ear, patella, short stature syndrome, meier-gorlin syndrome, microtia, absent patellae, micrognathia syndrome]"
GARD:0015163,Subtype of disorder,[Etiological subtype],"Ectodermal dysplasia 10b, hypohidrotic/hair/tooth type, autosomal recessive","[Ectodermal dysplasia, hypohidrotic, ectodermal dysplasia, anhidrotic]"
GARD:0015164,Subtype of disorder,[Malformation syndrome subtype],Ectopia lentis et pupillae,[Ectopia lentis with ectopia of pupil]
GARD:0015165,Subtype of disorder,[Morphological anomaly subtype],"Hypothyroidism, congenital, nongoitrous, 5",
GARD:0015166,Subtype of disorder,[Malformation syndrome subtype],Split-hand/foot malformation 6,"[Ectrodactyly, autosomal recessive]"
GARD:0015167,Subtype of disorder,[Disease subtype],Aicardi-goutieres syndrome 1,"[encephalopathy, familial infantile, with intracranial calcification and chronic cerebrospinal fluid lymphocytosis, cree encephalitis, pseudotoxoplasmosis syndrome, Ags]"
GARD:0015168,Subtype of disorder,[Malformation syndrome subtype],"Fanconi anemia, complementation group c","[fanconi pancytopenia, type 3, Facc]"
GARD:0015169,Subtype of disorder,[Malformation syndrome subtype],"Fanconi anemia, complementation group d2","[fanconi anemia, complementation group d, Fad2, fanconi pancytopenia, type 4]"
GARD:0015170,Subtype of disorder,[Malformation syndrome subtype],"Fanconi anemia, complementation group a",[Fanconi anemia]
GARD:0015171,Subtype of disorder,[Disease subtype],"Fascial dystrophy, congenital",
GARD:0015172,Subtype of disorder,[Malformation syndrome subtype],Geleophysic dysplasia 1,
GARD:0015173,Subtype of disorder,[Clinical subtype],Glycogen storage disease ic,[Gsd ic]
GARD:0015174,Subtype of disorder,[Malformation syndrome subtype],"46,xy sex reversal 7","[46,xy gonadal dysgenesis, partial or complete, dhh-related, gonadal dysgenesis, xy, male-limited, 46,xy sex reversal, partial or complete, dhh-related]"
GARD:0015175,Subtype of disorder,[Disease subtype],"Granulomatous disease, chronic, autosomal recessive, 4","[cyba deficiency, cgd due to deficiency of the alpha subunit of cytochrome b, cgd, autosomal recessive cytochrome b-negative, Granulomatous disease, chronic, autosomal recessive, cytochrome b-negative]"
GARD:0015176,Subtype of disorder,[Disease subtype],"Granulomatous disease, chronic, autosomal recessive, 1","[soluble oxidase component ii deficiency, Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type i, neutrophil cytosol factor 1 deficiency, granulomatous disease, chronic, due to ncf1 deficiency, cgd, autosomal recessive cytochrome b-positive, type i, ncf1 deficiency, soc2 deficiency, p47-phox deficiency]"
GARD:0015177,Subtype of disorder,[Disease subtype],"Granulomatous disease, chronic, autosomal recessive, 2","[Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type ii, ncf2 deficiency, granulomatous disease, chronic, due to ncf2 deficiency, neutrophil cytosol factor 2 deficiency, p67-phox deficiency, cgd, autosomal recessive cytochrome b-positive, type ii]"
GARD:0015179,Subtype of disorder,[Disease subtype],Hemolytic anemia with thermal sensitivity of red cells,
GARD:0015180,Subtype of disorder,[Disease subtype],"Hemosiderosis, pulmonary, with deficiency of gamma-a globulin",
GARD:0015181,Subtype of disorder,[Malformation syndrome subtype],Hennekam lymphangiectasia-lymphedema syndrome 1,"[Hennekam lymphangiectasia-lymphedema syndrome, lymphatic dysplasia, generalized]"
GARD:0015182,Subtype of disorder,[Malformation syndrome subtype],Hydrolethalus syndrome 1,
GARD:0015183,Subtype of disorder,[Disease subtype],Hyperlysinemia due to defect in lysine transport into mitochondria,
GARD:0015184,Subtype of disorder,[Disease subtype],"Immunodeficiency, common variable, 2","[Antibody deficiency due to taci defect, hypogammaglobulinemia due to taci deficiency]"
GARD:0015185,Subtype of disorder,[Disease subtype],Immunodeficiency 43,"[hypoproteinemia, hypercatabolic, b2m deficiency, Beta-2-microglobulin deficiency]"
GARD:0015186,Subtype of disorder,[Malformation syndrome subtype],"Hypouricemia, hypercalcinuria, and decreased bone density",
GARD:0015187,Subtype of disorder,[Disease subtype],"Ichthyosis, congenital, autosomal recessive 2","[Collodion baby, self-healing, ichthyosiform erythroderma, nonbullous congenital, 1, formerly, ichthyosiform erythroderma, brocq congenital, nonbullous form, formerly]"
GARD:0015188,Subtype of disorder,[Malformation syndrome subtype],Immunodeficiency-centromeric instability-facial anomalies syndrome 1,"[Immune deficiency, variable, with centromeric instability of chromosomes 1, 9, and 16, centromeric instability, immunodeficiency syndrome, immunodeficiency syndrome, variable]"
GARD:0015189,Subtype of disorder,[Malformation syndrome subtype],Baraitser-winter syndrome 1,"[pachygyria, mental retardation, epilepsy, and characteristic facies, mental retardation with epilepsy and characteristic facies, fryns-aftimos syndrome, cerebrofrontofacial syndrome, chromosome 7p22 deletion syndrome, cerebrooculofacial lymphatic syndrome, Iris coloboma with ptosis, hypertelorism, and mental retardation]"
GARD:0015190,Subtype of disorder,[Disease subtype],"Intrinsic factor and r binder, combined congenital deficiency of",
GARD:0015191,Subtype of disorder,[Disease subtype],"Kuru, susceptibility to",
GARD:0015192,Subtype of disorder,[Disease subtype],"Leprosy, susceptibility to, 3",
GARD:0015193,Subtype of disorder,[Malformation syndrome subtype],Split-hand/foot malformation 3,
GARD:0015194,Subtype of disorder,[Disease subtype],Lymphokine deficiency,
GARD:0015195,Subtype of disorder,[Malformation syndrome subtype],Megacystis-microcolon-intestinal hypoperistalsis syndrome 1,"[berdon syndrome, Megacystis-microcolon-intestinal hypoperistalsis syndrome]"
GARD:0015196,Subtype of disorder,[Disease subtype],Methemoglobinemia and ambiguous genitalia,"[methemoglobinemia due to deficiency of cytochrome b5, formerly, Isolated 17,20-lyase deficiency, pure, methemoglobinemia type iv, formerly]"
GARD:0015197,Subtype of disorder,[Disease subtype],Methemoglobinemia due to deficiency of methemoglobin reductase,"[Nadh-dependent methemoglobin reductase deficiency, methemoglobinemia, congenital, autosomal recessive, nadh-cytochrome b5 reductase deficiency]"
GARD:0015198,Subtype of disorder,[Etiological subtype],"Microcephaly 1, primary, autosomal recessive","[premature chromosome condensation syndrome, pcc syndrome, Premature chromosome condensation with microcephaly and mental retardation]"
