,Gene,Disease
22238,ribonucleoside-diphosphate reductase subunit m2,
22239,ribonucleotide reductase small chain,
22240,ribonucleotide reductase small subunit,
22241,rr2,
22242,rrm2,
22243,6.1.1.5,
22244,iars2,ORPHA:436174
22245,ilers,
22246,"isoleucine--trna ligase, mitochondrial",
22247,isoleucyl-trna synthetase,
22248,catabolin,
22249,il1b,OMIM:613659
22250,il-1 beta,
22251,il1f2,
22252,interleukin-1 beta,
22253,ccdc43,
22254,coiled-coil domain-containing protein 43,
22255,2.7.11.25,
22256,apoptosis signal-regulating kinase 2,
22257,ask2,
22258,map3k6,ORPHA:26106
22259,mapkkk6,
22260,mekk6,
22261,mitogen-activated protein kinase kinase kinase 6,
22262,2.4.1.41,
22263,galnac-t6,
22264,galnt6,
22265,polypeptide galnac transferase 6,
22266,polypeptide n-acetylgalactosaminyltransferase 6,
22267,pp-gantase 6,
22268,protein-udp acetylgalactosaminyltransferase 6,
22269,udp-galnac:polypeptide n-acetylgalactosaminyltransferase 6,
22270,girk1,
22271,girk-1,
22272,g protein-activated inward rectifier potassium channel 1,
22273,inward rectifier k(+) channel kir3.1,
22274,kcnj3,ORPHA:334
22275,"potassium channel, inwardly rectifying subfamily j member 3",
22276,bir1,
22277,girk2,
22278,girk-2,
22279,g protein-activated inward rectifier potassium channel 2,
22280,inward rectifier k(+) channel kir3.2,
22281,katp2,
22282,katp-2,
22283,kcnj6,ORPHA:435628
22284,kcnj7,
22285,"potassium channel, inwardly rectifying subfamily j member 6",
22286,2.7.10.1,
22287,ephb4,ORPHA:568065
22288,ephrin type-b receptor 4,
22289,hepatoma transmembrane kinase,
22290,htk,
22291,myk1,
22292,tyro11,
22293,tyrosine-protein kinase tyro11,
22294,1.1.1.34,
22295,3-hydroxy-3-methylglutaryl-coenzyme a reductase,
22296,hmg-coa reductase,
22297,hmgcr,ORPHA:653725
22298,protein g7,
22299,pvhl,
22300,vhl,ORPHA:29072
22301,von hippel-lindau disease tumor suppressor,
22302,mb,OMIM:620286
22303,myoglobin,
22304,1.14.14.23,
22305,1.14.14.26,
22306,24-hydroxycholesterol 7-alpha-hydroxylase,
22307,cholesterol 7-alpha-hydroxylase,
22308,cholesterol 7-alpha-monooxygenase,
22309,cyp7,
22310,cyp7a1,ORPHA:209902
22311,cypvii,
22312,cytochrome p450 7a1,
22313,synonyms=cyp7,
22314,chromaffin granule amine transporter,
22315,slc18a1,
22316,solute carrier family 18 member 1,
22317,vat1,
22318,vat1,
22319,vesicular amine transporter 1,
22320,vmat1,
22321,3.4.21.37,
22322,bone marrow serine protease,
22323,ela2,
22324,elane,ORPHA:486
22325,elastase-2,
22326,hle,
22327,human leukocyte elastase,
22328,medullasin,
22329,neutrophil elastase,
22330,pmn elastase,
22331,3.4.23.5,
22332,cathepsin d,
22333,cathepsin d heavy chain,
22334,cathepsin d light chain,
22335,cpsd,
22336,ctsd,ORPHA:79264
22337,3.1.-.-,
22338,3.6.4.12,
22339,dna2,ORPHA:808
22340,dna2l,
22341,dna replication atp-dependent helicase dna2,
22342,dna replication atp-dependent helicase-like homolog,
22343,dna replication atp-dependent helicase/nuclease dna2,
22344,dna replication nuclease dna2,
22345,hdna2,
22346,kiaa0083,
22347,adra1a,
22348,adra1c,
22349,alpha-1a adrenergic receptor,
22350,alpha-1a adrenoceptor,
22351,alpha-1a adrenoreceptor,
22352,alpha-1c adrenergic receptor,
22353,alpha-adrenergic receptor 1c,
22354,adra2a,OMIM:620679
22355,adra2r,
22356,adrar,
22357,alpha-2a adrenergic receptor,
22358,alpha-2a adrenoceptor,
22359,alpha-2a adrenoreceptor,
22360,alpha-2aar,
22361,alpha-2 adrenergic receptor subtype c10,
22362,adrb1,OMIM:618591
22363,adrb1r,
22364,b1ar,
22365,beta-1 adrenergic receptor,
22366,beta-1 adrenoceptor,
22367,beta-1 adrenoreceptor,
22368,adrb2,
22369,adrb2r,
22370,b2ar,
22371,beta-2 adrenergic receptor,
22372,beta-2 adrenoceptor,
22373,beta-2 adrenoreceptor,
22374,adra2c,
22375,adra2l2,
22376,adra2rl2,
22377,alpha-2 adrenergic receptor subtype c4,
22378,alpha-2c adrenergic receptor,
22379,alpha-2c adrenoceptor,
22380,alpha-2c adrenoreceptor,
22381,alpha-2car,
22382,adra1a,
22383,adra1d,
22384,alpha-1a adrenergic receptor,
22385,alpha-1d adrenergic receptor,
22386,alpha-1d adrenoceptor,
22387,alpha-1d adrenoreceptor,
22388,alpha-adrenergic receptor 1a,
22389,adra1b,
22390,alpha-1b adrenergic receptor,
22391,alpha-1b adrenoceptor,
22392,alpha-1b adrenoreceptor,
22393,adra2b,ORPHA:86814
22394,adra2l1,
22395,adra2rl1,
22396,alpha-2 adrenergic receptor subtype c2,
22397,alpha-2b adrenergic receptor,
22398,alpha-2b adrenoceptor,
22399,alpha-2b adrenoreceptor,
22400,alpha-2bar,
22401,adrb3,OMIM:601665
22402,adrb3r,
22403,b3ar,
22404,beta-3 adrenergic receptor,
22405,beta-3 adrenoceptor,
22406,beta-3 adrenoreceptor,
22407,gpr169,
22408,g-protein coupled receptor 169,
22409,mas-related g-protein coupled receptor member g,
22410,mrgg,
22411,mrgprg,
22412,2.7.1.-,
22413,2.7.1.172,
22414,fn3k-related protein,
22415,fn3krp,
22416,fn3k-rp,
22417,fructosamine-3-kinase-related protein,
22418,ketosamine-3-kinase,
22419,protein-psicosamine 3-kinase fn3krp,
22420,5htt,
22421,5ht transporter,
22422,htt,ORPHA:248111
22423,sert,
22424,sert,
22425,slc6a4,OMIM:607834
22426,sodium-dependent serotonin transporter,
22427,solute carrier family 6 member 4,
22428,dat,
22429,dat1,
22430,da transporter,
22431,slc6a3,ORPHA:238455
22432,sodium-dependent dopamine transporter,
22433,solute carrier family 6 member 3,
22434,nat1,
22435,net,
22436,net1,
22437,norepinephrine transporter,
22438,slc6a2,ORPHA:443236
22439,slc6a5,ORPHA:3197
22440,sodium-dependent noradrenaline transporter,
22441,solute carrier family 6 member 2,
22442,2.3.1.-,
22443,3.1.1.4,
22444,3.1.1.5,
22445,cpla2-gamma,
22446,cytosolic lysophospholipase,
22447,cytosolic lysophospholipid o-acyltransferase,
22448,cytosolic phospholipase a2 gamma,
22449,phospholipase a2 group ivc,
22450,pla2g4c,
22451,cacn1,
22452,cacna1s,ORPHA:423
22453,cacnl1a3,
22454,cacnl1a3 {eco:0000303|pubmed:7713519,
22455,"calcium channel, l type, alpha-1 polypeptide, isoform 3, skeletal muscle",
22456,synonyms=cach1,
22457,voltage-dependent l-type calcium channel subunit alpha-1s,
22458,voltage-gated calcium channel subunit alpha cav1.1,
22459,5'-amp-activated protein kinase subunit gamma-2,
22460,ampk gamma2,
22461,ampk subunit gamma-2,
22462,h91620p,
22463,prkag2,ORPHA:907
22464,2.3.1.-,
22465,2.3.1.286,
22466,75sirt1,
22467,hsir2,
22468,hsirt1,
22469,nad-dependent protein deacetylase sirtuin-1,
22470,nad-dependent protein deacylase sirtuin-1,
22471,regulatory protein sir2 homolog 1,
22472,sir2l1,
22473,sir2-like protein 1,
22474,sirt1,
22475,sirtt1 75 kda fragment,
22476,synonyms=sir2l1,
22477,2.5.1.18,
22478,5.3.99.2,
22479,glutathione-dependent pgd synthase,
22480,glutathione-requiring prostaglandin d synthase,
22481,glutathione s-transferase,
22482,gst class-sigma,
22483,gsts,
22484,hematopoietic prostaglandin d synthase,
22485,hpgds,
22486,h-pgds,
22487,pgds,
22488,prostaglandin-h2 d-isomerase,
22489,ptgds2,
22490,crbn,ORPHA:88616
22491,protein cereblon,
22492,alpha-globin,
22493,hba1,ORPHA:247511
22494,hba2,ORPHA:247511
22495,hemoglobin alpha chain,
22496,hemoglobin subunit alpha,
22497,hemopressin,
22498,3.4.22.15,
22499,cathepsin l,
22500,cathepsin l1,
22501,cathepsin l heavy chain,
22502,cathepsin l light chain,
22503,ctsl,
22504,ctsl1,
22505,major excreted protein,
22506,mep,
22507,procathepsin l,
22508,cannabinoid receptor 2,
22509,cb2,
22510,cb-2,
22511,cb2a,
22512,cb2b,
22513,cnr2,
22514,cx5,
22515,hcb2,
22516,cd_antigen=cd138,
22517,sdc,
22518,sdc1,
22519,synd1,
22520,syndecan-1,
22521,3.1.3.-,
22522,3.1.3.16,
22523,3.1.3.48,
22524,3.1.3.67,
22525,inositol polyphosphate 3-phosphatase,
22526,mmac1,
22527,mutated in multiple advanced cancers 1,
22528,phosphatase and tensin homolog,
22529,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase pten",
22530,pten,ORPHA:500464
22531,tep1,
22532,hib homolog 1,
22533,roadkill homolog 1,
22534,speckle-type poz protein,
22535,spop,OMIM:618829
22536,2.1.1.-,
22537,2.1.1.354,
22538,2.1.1.355,
22539,2.1.1.359,
22540,2.1.1.361,
22541,2.1.1.362,
22542,[histone h3]-lysine36 n-trimethyltransferase prdm9,
22543,[histone h3]-lysine4 n-trimethyltransferase prdm9,
22544,[histone h3]-lysine9 n-trimethyltransferase prdm9,
22545,[histone h4]-lysine20 n-methyltransferase prdm9,
22546,[histone h4]-n-methyl-l-lysine20 n-methyltransferase prdm9,
22547,histone-lysine n-methyltransferase prdm9,
22548,pfm6,
22549,prdm9,
22550,pr domain-containing protein 9,
22551,pr domain zinc finger protein 9,
22552,protein-lysine n-methyltransferase prdm9,
22553,card12,
22554,"card, lrr, and nacht-containing protein",
22555,caspase recruitment domain-containing protein 12,
22556,ced-4-like protein clan,
22557,clan,
22558,clan1,
22559,clan gn  ,
22560,ice protease-activating factor,
22561,ipaf,
22562,ipaf ,
22563,nlrc4,ORPHA:436166
22564,nlr family card domain-containing protein 4,
22565,synonyms=card12,
22566,er-alpha,
22567,esr,
22568,esr1,ORPHA:785
22569,estradiol receptor,
22570,estrogen receptor,
22571,nr3a1,
22572,nuclear receptor subfamily 3 group a member 1,
22573,2.3.2.27,
22574,api1,
22575,baculoviral iap repeat-containing protein 2,
22576,birc2,
22577,cellular inhibitor of apoptosis 1,
22578,c-iap1,
22579,hiap2,
22580,hiap-2,
22581,iap homolog b,
22582,inhibitor of apoptosis protein 2,
22583,mihb,
22584,ring finger protein 48,
22585,ring-type e3 ubiquitin transferase birc2,
22586,rnf48,
22587,tnfr2-traf-signaling complex protein 2,
22588,adenosine receptor a2a,
22589,adora2,
22590,adora2a,ORPHA:363549
22591,2.7.10.1,
22592,cadherin family member 12,
22593,cdhf12,
22594,cdhr16,
22595,extracellular cell-membrane anchored ret cadherin 120 kda fragment,
22596,proto-oncogene c-ret,
22597,proto-oncogene tyrosine-protein kinase receptor ret,
22598,ptc,
22599,ret,ORPHA:29072
22600,ret51,
22601,soluble ret kinase fragment,
22602,synonyms=cdhf12,
22603,centrosomal protein 43,
22604,cep43,
22605,fgfr1 oncogene partner,
22606,fgfr1op,
22607,fop,
22608,antigen ny-co-13,
22609,cellular tumor antigen p53,
22610,p53,
22611,phosphoprotein p53,
22612,tp53,ORPHA:99756
22613,tumor suppressor p53,
22614,2.3.1.-,
22615,2.3.1.48,
22616,cbp,
22617,creb-binding protein,
22618,crebbp,ORPHA:370026
22619,histone lysine acetyltransferase crebbp,
22620,protein-lysine acetyltransferase crebbp,
22621,bkbeta,
22622,bkbeta1,
22623,bk channel subunit beta-1,
22624,"calcium-activated potassium channel, subfamily m subunit beta-1",
22625,calcium-activated potassium channel subunit beta,
22626,calcium-activated potassium channel subunit beta-1,
22627,charybdotoxin receptor subunit beta-1,
22628,hbeta1,
22629,kcnmb1,OMIM:608622
22630,k(vca)beta-1,
22631,maxi k channel subunit beta-1,
22632,slo-beta,
22633,slo-beta-1,
22634,4.1.2.27,
22635,hspl,
22636,s1pl,
22637,sgpl1,ORPHA:506334
22638,sphingosine-1-phosphate aldolase,
22639,sphingosine-1-phosphate lyase 1,
22640,spl 1,
22641,sp-lyase 1,
22642,synonyms=kiaa1252,
22643,5-ht1a,
22644,5-ht-1a,
22645,5-hydroxytryptamine receptor 1a,
22646,adrb2rl1,
22647,adrbrl1,
22648,g-21,
22649,htr1a,ORPHA:498251
22650,serotonin receptor 1a,
22651,cd_antigen=cd106,
22652,incam-100,
22653,soluble vascular cell adhesion molecule-1,
22654,vascular cell adhesion protein 1,
22655,vcam1,
22656,v-cam 1,
22657,vcam-1,
22658,3.1.3.-,
22659,3.1.3.16,
22660,3.1.3.48,
22661,epm2a,ORPHA:501
22662,glucan phosphatase,
22663,glycogen phosphatase,
22664,lafora ptpase,
22665,laforin,
22666,lafptpase,
22667,2.7.10.1,
22668,alpha platelet-derived growth factor receptor,
22669,alpha-type platelet-derived growth factor receptor,
22670,cd140a antigen,
22671,cd140 antigen-like family member a,
22672,cd_antigen=cd140a,
22673,pdgfr2,
22674,pdgfr-2,
22675,pdgfra,ORPHA:585877
22676,pdgf-r-alpha,
22677,pdgfr-alpha,
22678,platelet-derived growth factor alpha receptor,
22679,platelet-derived growth factor receptor 2,
22680,platelet-derived growth factor receptor alpha,
22681,rhepdgfra,
22682,3.2.1.18,
22683,n-acetyl-alpha-neuraminidase 4,
22684,neu4,
22685,sialidase-4,
22686,cd_antigen=cd116,
22687,cdw116,
22688,csf2r,
22689,csf2ra,ORPHA:264675
22690,csf2ry,
22691,gm-csf-r-alpha,
22692,gmcsfr-alpha,
22693,gmr-alpha,
22694,granulocyte-macrophage colony-stimulating factor receptor subunit alpha,
22695,cd_antigen=cd131,
22696,cdw131,
22697,csf2rb,ORPHA:264675
22698,cytokine receptor common subunit beta,
22699,gm-csf/il-3/il-5 receptor common beta subunit,
22700,il3rb,
22701,il5rb,
22702,3.4.21.-,
22703,matriptase-2,
22704,tmprss6,ORPHA:209981
22705,transmembrane protease serine 6,
22706,3.4.19.12,
22707,cellular zinc finger anti-nf-kappa-b protein,
22708,cezanne,
22709,otud7b,
22710,otu domain-containing protein 7b,
22711,za20d1,
22712,zinc finger a20 domain-containing protein 1,
22713,zinc finger protein cezanne,
22714,"1,25-dihydroxyvitamin d3 receptor",
22715,nr1i1,
22716,nuclear receptor subfamily 1 group i member 1,
22717,vdr,ORPHA:93160
22718,vdr,ORPHA:93160
22719,vitamin d3 receptor,
22720,protein g7,
22721,pvhl,
22722,vhl,ORPHA:29072
22723,von hippel-lindau disease tumor suppressor,
22724,3.2.1.20,
22725,70 kda lysosomal alpha-glucosidase,
22726,76 kda lysosomal alpha-glucosidase,
22727,acid maltase,
22728,aglucosidase alfa,
22729,gaa,ORPHA:420429
22730,lysosomal alpha-glucosidase,
22731,gaba(a) receptor subunit alpha-1,
22732,gabra1,ORPHA:33069
22733,gamma-aminobutyric acid receptor subunit alpha-1,
22734,gaba(a) receptor subunit gamma-2,
22735,gabrg2,ORPHA:33069
22736,gamma-aminobutyric acid receptor subunit gamma-2,
22737,gaba(a) receptor subunit beta-3,
22738,gabrb3,ORPHA:64280
22739,gamma-aminobutyric acid receptor subunit beta-3,
22740,eed,ORPHA:3447
22741,embryonic ectoderm development protein,
22742,heed,
22743,polycomb protein eed,
22744,wait-1,
22745,wd protein associating with integrin cytoplasmic tails 1,
22746,ampa-selective glutamate receptor 2,
22747,glua2,
22748,glur-2,
22749,glur2,
22750,glur-b,
22751,glur-k2,
22752,glutamate receptor 2,
22753,"glutamate receptor ionotropic, ampa 2",
22754,gria2,OMIM:618917
22755,2.7.10.2,
22756,jak1,ORPHA:574957
22757,jak-1,
22758,jak1a,
22759,jak1b,
22760,janus kinase 1,
22761,tyrosine-protein kinase jak1,
22762,1.14.14.1,
22763,1.14.14.78,
22764,1.14.14.79,
22765,1.14.14.94,
22766,20-hete synthase,
22767,20-hydroxyeicosatetraenoic acid synthase,
22768,arachidonic acid omega-hydroxylase,
22769,cyp4f2,
22770,cypivf2,
22771,cytochrome p450 4f2,
22772,cytochrome p450-ltb-omega,
22773,docosahexaenoic acid omega-hydroxylase,
22774,leukotriene-b(4) 20-monooxygenase 1,
22775,leukotriene-b(4) omega-hydroxylase 1,
22776,phylloquinone omega-hydroxylase cyp4f2,
22777,blood group rh(d) polypeptide,
22778,cd_antigen=cd240d,
22779,rhd,ORPHA:71275
22780,rhesus d antigen,
22781,rhpii,
22782,rh polypeptide 2,
22783,rhxiii,
22784,2.7.11.1,
22785,casein kinase i isoform alpha-like,
22786,ck1,
22787,cki-alpha-like,
22788,csnk1a1l,
22789,kiaa0414,
22790,zbtb22b,
22791,zbtb43,
22792,zinc finger and btb domain-containing protein 22b,
22793,zinc finger and btb domain-containing protein 43,
22794,zinc finger protein 297b,
22795,znf297b,
22796,znf-x,
22797,3.4.24.-,
22798,matrix metalloproteinase-17,
22799,membrane-type-4 matrix metalloproteinase,
22800,membrane-type matrix metalloproteinase 4,
22801,mmp17,
22802,mmp-17,
22803,mt4mmp,
22804,mt4mmp,
22805,mt4-mmp,
22806,mtmmp4,
22807,mt-mmp 4,
22808,2.3.1.48,
22809,hat1,
22810,histone acetyltransferase 1,
22811,histone acetyltransferase type b catalytic subunit,
22812,kat1,
22813,2.1.1.-,
22814,2.1.1.367,
22815,ehmt1,ORPHA:96147
22816,euchromatic histone-lysine n-methyltransferase 1,
22817,eu-hmtase1,
22818,euhmtase1,
22819,g9a-like protein 1,
22820,glp,
22821,glp,
22822,glp1,
22823,h3-k9-hmtase 5,
22824,histone h3-k9 methyltransferase 5,
22825,histone-lysine n-methyltransferase ehmt1,
22826,kiaa1876,
22827,kmt1d,
22828,lysine n-methyltransferase 1d,
22829,2.7.11.22,
22830,2.7.11.23,
22831,39 kda protein kinase,
22832,cak,
22833,cak1,
22834,cdk7,
22835,cdk-activating kinase 1,
22836,cdkn7,
22837,cell division protein kinase 7,
22838,cyclin-dependent kinase 7,
22839,mo15,
22840,p39 mo15,
22841,serine/threonine-protein kinase 1,
22842,stk1,
22843,tfiih basal transcription factor complex kinase subunit,
22844,5.1.3.2,
22845,5.1.3.7,
22846,galactowaldenase,
22847,gale,ORPHA:308473
22848,udp-galactose 4-epimerase,
22849,udp-galnac 4-epimerase,
22850,udp-glcnac 4-epimerase,
22851,udp-glucose 4-epimerase,
22852,udp-n-acetylgalactosamine 4-epimerase,
22853,udp-n-acetylglucosamine 4-epimerase,
22854,gnb1,ORPHA:488613
22855,guanine nucleotide-binding protein g(i)/g(s)/g(t) subunit beta-1,
22856,transducin beta chain 1,
22857,g gamma-i,
22858,gng2,
22859,guanine nucleotide-binding protein g(i)/g(s)/g(o) subunit gamma-2,
22860,4.6.1.1,
22861,ac5,
22862,adcy5,ORPHA:324588
22863,adenylate cyclase type 5,
22864,adenylate cyclase type v,
22865,adenylyl cyclase 5,
22866,atp pyrophosphate-lyase 5,
22867,3.1.1.47,
22868,paf acetylhydrolase 30 kda subunit,
22869,pafah1b2,
22870,paf-ah 30 kda subunit,
22871,pafahb,
22872,paf-ah subunit beta,
22873,pafah subunit beta,
22874,platelet-activating factor acetylhydrolase ib subunit alpha2,
22875,2.7.11.22,
22876,cdk10,OMIM:617694
22877,cell division protein kinase 10,
22878,cyclin-dependent kinase 10,
22879,serine/threonine-protein kinase pisslre,
22880,3.4.11.1,
22881,3.4.11.5,
22882,3.4.13.23,
22883,cysteinylglycine-s-conjugate dipeptidase,
22884,cytosol aminopeptidase,
22885,lap3,
22886,lap-3,
22887,lapep,
22888,leucine aminopeptidase 3,
22889,leucyl aminopeptidase,
22890,peps,
22891,peptidase s,
22892,proline aminopeptidase,
22893,prolyl aminopeptidase,
22894,synonyms=lapep,
22895,map,
22896,mln,
22897,motilin,
22898,motilin-associated peptide,
22899,promotilin,
22900,3.-.-.-,
22901,b5t-overexpressed gene protein,
22902,bog,
22903,protein bog,
22904,rbbp10,
22905,rbbp-10,
22906,rbbp9,
22907,rbbp-9,
22908,retinoblastoma-binding protein 10,
22909,retinoblastoma-binding protein 9,
22910,serine hydrolase rbbp9,
22911,2.7.11.22,
22912,cdk4,ORPHA:618
22913,cell division protein kinase 4,
22914,cyclin-dependent kinase 4,
22915,psk-j3,
22916,2.7.11.22,
22917,cdk2,
22918,cdkn2,
22919,cell division protein kinase 2,
22920,cyclin-dependent kinase 2,
22921,p33 protein kinase,
22922,4.2.1.1,
22923,ca7,
22924,carbonate dehydratase vii,
22925,carbonic anhydrase 7,
22926,carbonic anhydrase vii,
22927,ca-vii,
22928,3.5.2.6,
22929,beta-lactamase dclre1a,
22930,dclre1a,
22931,dna cross-link repair 1a protein,
22932,hsnm1,
22933,hsnm1a,
22934,kiaa0086,
22935,snm1,
22936,snm1a,
22937,snm1 homolog a,
22938,2.7.11.1,
22939,2.7.11.31,
22940,5'-amp-activated protein kinase catalytic subunit alpha-2,
22941,acaca kinase,
22942,acetyl-coa carboxylase kinase,
22943,ampk,
22944,ampk2,
22945,ampk subunit alpha-2,
22946,hmgcr kinase,
22947,hydroxymethylglutaryl-coa reductase kinase,
22948,prkaa2,
22949,5'-amp-activated protein kinase subunit beta-2,
22950,ampk subunit beta-2,
22951,prkab2,
22952,5'-amp-activated protein kinase subunit gamma-1,
22953,ampkg,
22954,ampk gamma1,
22955,ampk subunit gamma-1,
22956,prkag1,
22957,5'-amp-activated protein kinase subunit gamma-2,
22958,ampk gamma2,
