GardId,GardName,Synonyms
"""GARD:0016480""",sorsby pseudoinflammatory fundus dystrophy,[]
"""GARD:0016481""",methylmalonic aciduria due to transcobalamin receptor defect,"['methylmalonic acidemia; tcb1r type', 'methylmalonic acidemia; tcbir type']"
"""GARD:0016482""",rieger anomaly,[]
"""GARD:0016483""",infantile liver failure syndrome 3,[]
"""GARD:0016484""",anterior segment developmental anomaly without extraocular manifestations,[]
"""GARD:0016485""",axenfeld anomaly,[]
"""GARD:0016486""",autosomal dominant progressive external ophthalmoplegia,['adpeo']
"""GARD:0016487""",c3 glomerulonephritis,[]
"""GARD:0016489""",complement component 3 deficiency,['c3 deficiency']
"""GARD:0016490""",primary early-onset glaucoma,[]
"""GARD:0016491""","aortic aneurysm, familial abdominal, 1",[]
"""GARD:0016492""","aortic aneurysm, familial abdominal, 2",[]
"""GARD:0016493""","aortic aneurysm, familial abdominal, 3",[]
"""GARD:0016494""","aortic aneurysm, familial abdominal, 4",[]
"""GARD:0016495""",fetal akinesia deformation sequence 2,[]
"""GARD:0016496""",fetal akinesia deformation sequence 3,[]
"""GARD:0016497""",fetal akinesia deformation sequence 4,[]
"""GARD:0016498""","progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 2",['progressive external ophthalmoplegia; autosomal dominant 2']
"""GARD:0016499""","progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 3",['progressive external ophthalmoplegia; autosomal dominant 3']
"""GARD:0016500""","progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 4",['progressive external ophthalmoplegia; autosomal dominant 4']
"""GARD:0016501""","progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 5",['progressive external ophthalmoplegia; autosomal dominant 5']
"""GARD:0016502""",otofaciocervical syndrome 1,['ofc']
"""GARD:0016503""","otofaciocervical syndrome 2, with t-cell deficiency",['ofc2']
"""GARD:0016504""","seizures, benign familial infantile, 2",['convulsions; benign familial infantile; 2']
"""GARD:0016505""","seizures, benign familial infantile, 4",[]
"""GARD:0016506""","seizures, benign familial infantile, 5",['convulsions; benign familial infantile; 5']
"""GARD:0016507""",alzheimer disease 5,[]
"""GARD:0016508""","alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology",[]
"""GARD:0016509""",alzheimer disease 6,[]
"""GARD:0016510""",alzheimer disease 7,[]
"""GARD:0016511""",alzheimer disease 4,"['ad4', 'alzheimer disease; familial; 4']"
"""GARD:0016512""",alzheimer disease 8,[]
"""GARD:0016513""",alzheimer disease 3,"['alzheimer disease; familial; 3', 'alzheimer disease 3; early-onset']"
"""GARD:0016514""",alzheimer disease 10,[]
"""GARD:0016515""",alzheimer disease 11,[]
"""GARD:0016516""",alzheimer disease 12,[]
"""GARD:0016517""",alzheimer disease 13,[]
"""GARD:0016518""",alzheimer disease 14,[]
"""GARD:0016519""",septooptic dysplasia,['de morsier syndrome']
"""GARD:0016520""","pituitary hormone deficiency, combined, 6",[]
"""GARD:0016521""","seizures, benign familial infantile, 3","['seizures; benign familial neonatal-infantile', 'convulsions; benign familial infantile; 3']"
"""GARD:0016522""",citrullinemia,[]
"""GARD:0016523""",glycogen storage disease due to glucose-6-phosphatase deficiency,"['g6p deficiency', 'gsd due to g6p deficiency', 'gsd type 1', 'gsd type i', 'glycogen storage disease due to g6p deficiency', 'glycogen storage disease type 1', 'glycogen storage disease type i', 'glycogenosis type 1', 'glycogenosis type i', 'hepatorenal glycogenosis', 'von gierke disease']"
"""GARD:0016524""",focal facial dermal dysplasia type i,"['bitemporal aplasia cutis congenita', 'brauer syndrome', 'ffdd type i', 'ffdd1', 'focal facial dermal dysplasia 1; brauer type', 'focal facial dermal dysplasia type 1']"
"""GARD:0016526""",crigler-najjar syndrome,"['bilirubin uridinediphosphate glucuronosyltransferase deficiency', 'bilirubin-ugt deficiency']"
"""GARD:0016527""",ependymal tumor,[]
"""GARD:0016528""",erythrokeratodermia variabilis,"['ekv', 'erythrokeratodermia variabilis; mendes da costa type']"
"""GARD:0016529""",classic hodgkin lymphoma,['classic hodgkin disease']
"""GARD:0016530""",primary hyperoxaluria,[]
"""GARD:0016531""",idiopathic/heritable pulmonary arterial hypertension,['idiopathic and/or familial pulmonary arterial hypertension']
"""GARD:0016532""",familial hypoaldosteronism,[]
"""GARD:0016533""",normosmic congenital hypogonadotropic hypogonadism,"['normosmic idiopathic hypogonadotropic hypogonadism', 'nihh']"
"""GARD:0016534""",non-syndromic anorectal malformation,['non-syndromic arm']
"""GARD:0016535""",marfan syndrome,['mfs']
"""GARD:0016536""",multiminicore myopathy,"['mmd', 'multiminicore disease']"
"""GARD:0016537""",homocystinuria without methylmalonic aciduria,"['functional methionine synthase deficiency', 'methylcobalamin deficiency']"
"""GARD:0016538""",short stature due to isolated growth hormone deficiency with x-linked hypogammaglobulinemia,[]
"""GARD:0016539""",lcat deficiency,['lecithin-cholesterol acyltransferase deficiency']
"""GARD:0016540""",omphalocele,[]
"""GARD:0016541""",hemolytic anemia due to glucophosphate isomerase deficiency,[]
"""GARD:0016542""",porokeratosis plantaris palmaris et disseminata,['palmar; plantar and disseminated porokeratosis']
"""GARD:0016543""",severe hereditary thrombophilia due to congenital protein s deficiency,['autosomal recessive thrombophilia due to congenital protein s deficiency']
"""GARD:0016544""",severe hereditary thrombophilia due to congenital protein c deficiency,"['autosomal recessive thrombophilia due to pc deficiency', 'autosomal recessive thrombophilia due to congenital protein c deficiency']"
"""GARD:0016545""",pseudohypoaldosteronism type 1,"['pha type 1', 'pha1']"
"""GARD:0016546""",central precocious puberty,"['cpp', 'gonadotropin-dependant precocious puberty']"
"""GARD:0016547""",familial long qt syndrome,"['congenital long qt syndrome', 'lqts']"
"""GARD:0016548""",estrogen resistance syndrome,[]
"""GARD:0016549""",encephalopathy due to sulfite oxidase deficiency,[]
"""GARD:0016550""",lown-ganong-levine syndrome,"['atrial tachyarrhythmia with short pr interval', 'lgl syndrome']"
"""GARD:0016551""",acro-renal-ocular syndrome,[]
"""GARD:0016552""",testicular regression syndrome,"['etrs', 'embryonic testicular regression syndrome', 'trs', 'vanishing testes syndrome', 'vanishing testis syndrome', 'xy gonadal agenesis syndrome']"
"""GARD:0016553""",alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome,['devriendt-vandenberghe-fryns syndrome']
"""GARD:0016554""",autosomal recessive amelia,[]
"""GARD:0016555""",microlissencephaly,[]
"""GARD:0016556""",sheldon-hall syndrome,"['distal arthrogryposis type 2b', 'freeman-sheldon syndrome variant']"
"""GARD:0016557""",congenital unilateral hypoplasia of depressor anguli oris,['isolated asymmetric crying facies']
"""GARD:0016558""",x-linked progressive cerebellar ataxia,[]
"""GARD:0016559""",ataxia-tapetoretinal degeneration syndrome,[]
"""GARD:0016560""",spastic ataxia with congenital miosis,"['autosomal dominant spastic ataxia type 7', 'spax7']"
"""GARD:0016561""",tmem70-related mitochondrial encephalo-cardio-myopathy,"['mitochondrial encephalo-cardio-myopathy due to f1fo atpase deficiency', 'mitochondrial encephalo-cardio-myopathy due to isolated atp synthase deficiency', 'mitochondrial encephalo-cardio-myopathy due to isolated mitochondrial respiratory chain complex v deficiency']"
"""GARD:0016562""",brachytelephalangy-dysmorphism-kallmann syndrome,[]
"""GARD:0016563""",hyperkeratosis-hyperpigmentation syndrome,[]
"""GARD:0016564""",atrial standstill,['atrial cardiomyopathy with heart block']
"""GARD:0016565""",chondrodysplasia-disorder of sex development syndrome,['nivelon-nivelon-mabille syndrome']
"""GARD:0016566""",atrial septal defect-atrioventricular conduction defects syndrome,[]
"""GARD:0016567""",cooper-jabs syndrome,['aural atresia-multiple congenital anomalies-intellectual disability syndrome']
"""GARD:0016568""",autosomal recessive robinow syndrome,"['covesdem syndrome', 'costovertebral segmentation defect-mesomelia syndrome', 'rrs']"
"""GARD:0016569""",fatal infantile cytochrome c oxidase deficiency,"['fatal infantile cox deficiency', 'fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency']"
"""GARD:0016570""",monosomy 13q14,"['del(13)(q14)', 'deletion 13q14']"
"""GARD:0016571""",distal monosomy 13q,"['13q32 deletion', 'deletion 13q32', 'distal 13q deletion', 'monosomy 13q32', 'telomeric deletion13q']"
"""GARD:0016572""",distal monosomy 15q,"['15q26 deletion syndrome', 'distal 15q deletion syndrome', 'monosomy 15q26', 'telomeric 15q deletion syndrome']"
"""GARD:0016573""",3q13 microdeletion syndrome,"['del(3)(q13)', 'monosomy 3q13']"
"""GARD:0016574""",partial chromosome y deletion,['male sterility due to chromosome y deletion']
"""GARD:0016575""",dentin dysplasia,['dd']
"""GARD:0016576""",chronic diarrhea with villous atrophy,[]
"""GARD:0016577""",arterial dissection-lentiginosis syndrome,[]
"""GARD:0016578""",ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,[]
"""GARD:0016579""","renal agenesis, bilateral",[]
"""GARD:0016580""",diabetic embryopathy,[]
"""GARD:0016581""",early myoclonic encephalopathy,['early myoclonic encephalopathy with suppression-bursts']
"""GARD:0016582""",hereditary gingival fibromatosis,"['autosomal dominant gingival fibromatosis', 'autosomal dominant gingival hyperplasia', 'hereditary gingival hyperplasia']"
"""GARD:0016583""",juvenile hyaline fibromatosis,"['murray-puretic-drescher syndrome', 'puretic syndrome']"
"""GARD:0016584""",x-linked intellectual disability-epilepsy syndrome,[]
"""GARD:0016585""","46,xx ovotesticular disorder of sex development",['46;xx ovotesticular dsd']
"""GARD:0016586""",nodular neuronal heterotopia,[]
"""GARD:0016587""",idiopathic hypercalciuria,[]
"""GARD:0016588""",primary hypergonadotropic hypogonadism-partial alopecia syndrome,['al awadi-farag-teebi syndrome']
"""GARD:0016589""",familial isolated hypoparathyroidism due to agenesis of parathyroid gland,[]
"""GARD:0016590""",hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,"['bosma arhinia-microphthalmia syndrome', 'bosma-henkin-christiansen syndrome']"
"""GARD:0016591""",primary pulmonary hypoplasia,[]
"""GARD:0016592""",congenital short bowel syndrome,[]
"""GARD:0016593""",absence deformity of leg-cataract syndrome,[]
"""GARD:0016594""",kenny-caffey syndrome,['kenny syndrome']
"""GARD:0016595""",larsen-like osseous dysplasia-short stature syndrome,[]
"""GARD:0016596""",congenital laryngeal web,[]
"""GARD:0016597""",laryngeal abductor paralysis-intellectual disability syndrome,['plott syndrome']
"""GARD:0016598""",macrocephaly-spastic paraplegia-dysmorphism syndrome,['fryns macrocephaly']
"""GARD:0016599""",congenital macroglossia,[]
"""GARD:0016600""",mucocutaneous venous malformations,"['cutaneous and mucosal venous malformation', 'vmcm']"
"""GARD:0016601""",megalencephaly,['macroencephaly']
"""GARD:0016602""",upper limb defect-eye and ear abnormalities syndrome,[]
"""GARD:0016603""",autosomal recessive chorioretinopathy-microcephaly syndrome,['autosomal recessive chorioretinopathy-microcephaly-intellectual disability syndrome']
"""GARD:0016604""",hypomyelination neuropathy-arthrogryposis syndrome,[]
"""GARD:0016605""",adult idiopathic neutropenia,['adult chronic idiopathic neutropenia']
"""GARD:0016606""",oculo-palato-cerebral syndrome,['oculo-palato-cerebral dwarfism']
"""GARD:0016607""",oculotrichodysplasia,['cecato de lima-pinheiro syndrome']
"""GARD:0016608""",omodysplasia,[]
"""GARD:0016609""",familial recurrent peripheral facial palsy,['familial recurrent bell palsy']
"""GARD:0016610""",young-onset parkinson disease,"['early-onset parkinson disease', 'yopd']"
"""GARD:0016611""",pelvis-shoulder dysplasia,"['kosenow syndrome', 'scapuloiliac dysostosis']"
"""GARD:0016612""",short stature-valvular heart disease-characteristic facies syndrome,[]
"""GARD:0016613""",phosphoenolpyruvate carboxykinase deficiency,['pepck deficiency']
"""GARD:0016614""",postaxial polydactyly-dental and vertebral anomalies syndrome,[]
"""GARD:0016615""",absent thumb-short stature-immunodeficiency syndrome,[]
"""GARD:0016616""",leukocyte adhesion deficiency,['lad']
"""GARD:0016617""","46,xx disorder of sex development-skeletal anomalies syndrome",[]
"""GARD:0016618""","blepharophimosis-intellectual disability syndrome, sbbys type","['hypothyroidism-dysmorphism-postaxial polydactyly-intellectual disability syndrome', 'sbbys variant of ohdo syndrome', 'sbbyss', 'say-barber-biesecker-young-simpson syndrome']"
"""GARD:0016619""",fixed subaortic stenosis,[]
"""GARD:0016620""",autosomal dominant robinow syndrome,[]
"""GARD:0016621""",alpha-n-acetylgalactosaminidase deficiency,"['naga deficiency', 'schindler disease']"
"""GARD:0016622""",x-linked spasticity-intellectual disability-epilepsy syndrome,[]
"""GARD:0016623""",congenital pulmonary valvar stenosis,['congenital stenosis of pulmonary valve']
"""GARD:0016624""",deafness-onychodystrophy syndrome,['hearing loss-onychodystrophy syndrome']
"""GARD:0016625""",idiopathic hypereosinophilic syndrome,[]
"""GARD:0016626""",non-syndromic metopic craniosynostosis,"['isolated metopic craniosynostosis', 'isolated trigonocephaly', 'non-syndromic metopic suture synostosis']"
"""GARD:0016627""",truncus arteriosus,"['common aorticopulmonary trunk', 'common arterial trunk', 'tac']"
"""GARD:0016628""",hereditary xanthinuria,"['classic xanthinuria', 'xanthic urolithiasis', 'xanthine stone disease']"
"""GARD:0016629""",hereditary central diabetes insipidus,"['hereditary cdi', 'hereditary neurogenic diabetes insipidus']"
"""GARD:0016630""",neuroectodermal melanolysosomal disease,['elejalde disease']
"""GARD:0016631""",glutamate-cysteine ligase deficiency,['gamma-glutamylcysteine synthetase deficiency']
"""GARD:0016632""",t-b+ severe combined immunodeficiency due to jak3 deficiency,['t-b+ scid due to jak3 deficiency']
"""GARD:0016633""",non-syndromic sagittal craniosynostosis,"['isolated sagittal craniosynostosis', 'isolated scaphocephaly', 'non-syndromic sagittal suture synostosis']"
"""GARD:0016634""",non-syndromic bicoronal craniosynostosis,"['isolated bicoronal craniosynostosis', 'isolated brachycephaly', 'non-syndromic bilateral coronal suture synostosis']"
"""GARD:0016635""",hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,"['p5n deficiency', 'umph1 deficiency', ""uridine 5'-monophosphate hydrolase deficiency""]"
"""GARD:0016636""",lysosomal acid phosphatase deficiency,[]
"""GARD:0016637""",nanophthalmos,['nanophthalmia']
"""GARD:0016638""",aldh18a1-related de barsy syndrome,"['delta-1-pyrroline 5-carboxylate synthetase deficiency', 'neurocutaneous syndrome; bicknell type', 'p5cs deficiency']"
"""GARD:0016639""",combined deficiency of factor v and factor viii,"['f5f8d', 'fv and fviii combined deficiency']"
"""GARD:0016640""",distal monosomy 1q,"['distal deletion 1q', 'monosomy 1qter', 'telomeric deletion 1q']"
"""GARD:0016641""",episodic ataxia type 1,['episodic ataxia with myokymia']
"""GARD:0016642""",graft versus host disease,['gvh']
"""GARD:0016643""",hereditary myopathy with lactic acidosis due to iscu deficiency,"['aconitase deficiency', 'iscu myopathy', 'iron-sulfur cluster deficiency myopathy', 'myopathy with exercise intolerance; swedish type']"
"""GARD:0016644""",proximal renal tubular acidosis,"['renal tubular acidosis type 2', 'prta']"
"""GARD:0016645""",congenital cataracts-facial dysmorphism-neuropathy syndrome,['ccfdn']
"""GARD:0016646""",lipodystrophy-intellectual disability-deafness syndrome,"['lipodystrophy-intellectual disability-hearing loss syndrome', 'rajab-spranger syndrome']"
"""GARD:0016647""",craniolenticulosutural dysplasia,['boyadjiev-jabs syndrome']
"""GARD:0016648""",branchiogenic deafness syndrome,"['branchiogenic hearing loss syndrome', 'mégarbané-loiselet syndrome']"
"""GARD:0016649""",schöpf-schulz-passarge syndrome,"['eccrine tumors-ectodermal dysplasia', 'keratosis palmoplantaris-cystic eyelids-hypodontia-hypotrichosis syndrome', 'palmoplantar hyperkeratosis-cystic eyelids-hypodontia-hypotrichosis syndrome', 'palmoplantar keratoderma-cystic eyelids-hypodontia-hypotrichosis syndrome', 'ssps']"
