,Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key,GardName,GardId,Orphan
2888,everolimus,Afinitor,6/8/2009,"treatment of tuberous sclerosis complex including tsc-associated subependymal giant cell astrocytoma (sega), tsc-associated angiomyolipoma and tsc-associated lymphangioleiomyomatosis (lam)",Designated/Approved,,,Treatment of patients with subependymal giant cell astrocytoma (SEGA) associated with tuberous sclerosis who require therapeutic intervention but are not candidates for curative surgical resection,10/29/2010,10/29/2017,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,283609,astrocytoma,"""gard:0012928""",
2889,everolimus,Afinitor,6/8/2009,"treatment of tuberous sclerosis complex including tsc-associated subependymal giant cell astrocytoma (sega), tsc-associated angiomyolipoma and tsc-associated lymphangioleiomyomatosis (lam)",Designated/Approved,,,Treatment of adults with renal angiomyolipoma and tuberous sclerosis complex (TSC) not requiring immediate surgery.,4/26/2012,4/26/2019,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,283609,astrocytoma,"""gard:0012928""",
2890,everolimus,Afinitor,6/8/2009,"treatment of tuberous sclerosis complex including tsc-associated subependymal giant cell astrocytoma (sega), tsc-associated angiomyolipoma and tsc-associated lymphangioleiomyomatosis (lam)",Designated/Approved,,,For the adjunctive treatment of adult and pediatric patients age 2 years and older with tuberous sclerosis complex (TSC)-associated partial-onset seizures.,4/10/2018,4/10/2025,For the adjunctive treatment of adult and pediatric patients age 2 years and older with tuberous sclerosis complex (TSC)-associated partial-onset seizures.,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,283609,astrocytoma,"""gard:0012928""",
2891,everolimus,,7/23/2012,treatment of hepatocellular carcinoma,Designated/Designation Withdrawn or Revoked,10/12/2018,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,374012,hepatocellular carcinoma,"""gard:0016773""",
2892,everolimus,Afinitor,2/14/2008,treatment of neuroendocrine tumors,Designated/Approved,,,"Treatment of adult patients with progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease; and treatment of adult patients with progressive, well-differentiated, non-functional, neuroendocrine tumors (NET) of gastrointestinal (GI) or lung origin, with unresectable, locally advanced or metastatic disease.",2/26/2016,2/26/2023,"Treatment of adult patients with progressive, well-differentiated, non-functional, neuroendocrine tumors (NET) of gastrointestinal (GI) (excluding pancreatic) or lung origin, with unresectable, locally advanced or metastatic disease.",Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,254107,,,
2893,everolimus,,6/2/2014,treatment of diffuse large b-cell lymphoma,Designated/Designation Withdrawn or Revoked,10/12/2018,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,431214,lymphoma,"""gard:0020548""",
2894,everolimus,Afinitor,2/14/2008,treatment of neuroendocrine tumors,Designated/Approved,,,"Treatment of progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease.",5/5/2011,5/5/2018,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,254107,,,
2895,everolimus,,5/24/2011,treatment of gastric cancer,Designated/Designation Withdrawn or Revoked,6/18/2014,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,340111,,,
2896,everolimus,,9/16/2010,treatment of waldenstrom macroglobulinemia (also known as lymphoplasmacytic lymphoma),Designated/Designation Withdrawn or Revoked,6/18/2014,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.,"One Health Plaza, 315/5450A",,East Hanover,New Jersey,' 07936 ' ,United States,315410,lymphoma,"""gard:0020548""",
2897,everolimus ointment,,9/10/2015,topical treatment of tuberous sclerosis complex-related skin lesions,Designated,,Not FDA Approved for Orphan Indication,,,,,"Aucta Pharmaceuticals, LLC",675 US Highway One,,North Brunswick,New Jersey,' 08902 ' ,United States,489715,tuberous sclerosis complex,"""gard:0007830""",
2898,evinacumab-dgnb,Evkeeza,2/8/2016,treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,"as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 5 years and older, with homozygous familial hypercholesterolemia (HoFH)",3/21/2023,3/21/2030,"as an adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of pediatric patients, aged 5 years to less than 12 years, with homozygous familial hypercholesterolemia (HoFH)","Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591-6707 ' ,United States,507815,homozygous familial hypercholesterolemia,"""gard:0010416""",
2899,evinacumab-dgnb,Evkeeza,2/8/2016,treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,"adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH)",2/11/2021,2/11/2028,"adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH)","Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591-6707 ' ,United States,507815,homozygous familial hypercholesterolemia,"""gard:0010416""",
2900,evolocumab,Repatha,9/12/2013,treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,"As an adjunct to diet and other LDL-lowering therapies (e.g., statins, ezetimibe, LDL apheresis) in patients with HoFH who require additional lowering of LDL-C.",8/27/2015,8/27/2022,"As an adjunct to diet and other LDL-lowering therapies (e.g., statins, ezetimibe, LDL apheresis) in patients with HoFH who require additional lowering of LDL-C.",Amgen Inc.,One Amgen Center Drive,M/S 17 2 B,Thousand Oaks,California,' 91320 ' ,United States,404113,homozygous familial hypercholesterolemia,"""gard:0010416""",
2901,evolocumab,Repatha,9/12/2013,treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,"As an adjunct to other low-density lipoprotein cholesterol (LDL-C)-lowering therapies in adults and pediatric patients aged 10 years and older with homozygous familial hypercholesterolemia (HoFH), to reduce LDL-C",9/24/2021,9/24/2028,to reduce LDL-C in pediatric patients aged 10 to less than 13 years with homozygous familial hypercholesterolemia (HoFH),Amgen Inc.,One Amgen Center Drive,M/S 17 2 B,Thousand Oaks,California,' 91320 ' ,United States,404113,homozygous familial hypercholesterolemia,"""gard:0010416""",
2902,ex vivo cultured adult human mesenchymal stem cells,,12/14/2005,treatment of acute graft versus host disease,Designated,,Not FDA Approved for Orphan Indication,,,,,"Mesoblast, Inc.",505 Fifth Avenue,Third Floor,New York,New York,' 10017 ' ,United States,214805,graft versus host disease,"""gard:0016642""",
2903,ex vivo cultured human mesenchymal stromal cells,,5/8/2014,prevention of graft rejection following solid organ transplantation,Designated,,Not FDA Approved for Orphan Indication,,,,,iCell Science AB,Tallmov. 2A,756 45,Uppsala,,' ' ,Sweden,428814,,,
2904,ex vivo expanded allogeneic cord blood-derived NK cells that have been genetically modified to express a HER2-directed CAR and secrete IL-15,,3/7/2023,treatment of gastric and gastroesophageal junction cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,"Artiva Biotherapeutics, Inc.",5505 Morehouse Drive,Suite 100,San Diego,California,' 92121 ' ,United States,927822,,,
2905,ex vivo expanded autologous human corneal epithelial cells containing stem cells,,4/26/2018,treatment of limbal stem cell deficiency,Designated,,Not FDA Approved for Orphan Indication,,,,,Holostem S.r.l.,Via Glauco Gottardi 100,,Modena,,' 41125 ' ,Italy,632218,limbal stem cell deficiency,"""gard:0020123""",
2906,"ex vivo, lentiviral vector (LV)-mediated, genetically modified autologous cell therapy intended for the stable provision of functional human iduronate?2? sulfatase (IDS) enzyme to subjects with Hunter syndrome",,11/24/2021,"treatment of hunter syndrome (mucopolysaccharidosis type ii, mps ii)",Designated/Designation Withdrawn or Revoked,9/8/2023,Not FDA Approved for Orphan Indication,,,,,"AVROBIO, Inc.","100 Technology Square, 6th Floor",,Cambridge,Massachusetts,' 02139 ' ,United States,848221,mucopolysaccharidosis,"""gard:0007065""",
2907,Ex-vivo conditioned medium from cultured adult human mesenchymal stem cells,,8/15/2022,treatment of idiopathic pulmonary fibrosis,Designated,,Not FDA Approved for Orphan Indication,,,,,Summa Bio-Solutions Inc.,500 8th Avenue,Suite 110,Fort Worth,Texas,' 76104 ' ,United States,895522,idiopathic pulmonary fibrosis,"""gard:0008609""",
2908,ex-vivo cultered adult human mesenchymal stem cells,,4/30/2010,treatment of type 1 diabetes patients with residual beta cell function,Designated,,Not FDA Approved for Orphan Indication,,,,,"Mesoblast, Inc.",505 Fifth Avenue,Third Floor,New York,New York,' 10017 ' ,United States,284009,,,
2909,ex-vivo expanded autologous bone marrow-derived mesenchymal stem cells,,12/20/2010,treatment of amyotrophic lateral sclerosis,Designated,,Not FDA Approved for Orphan Indication,,,,,"TCA Cellular Therapy, LLC",101 Judge Tanner Blvd.,,Covington,Louisiana,' 70433 ' ,United States,328810,amyotrophic lateral sclerosis,"""gard:0005786""",
2910,ex-vivo expanded placental adherent stromal cells,,9/20/2017,treatment of acute radiation syndrome,Designated,,Not FDA Approved for Orphan Indication,,,,,Pluri Biotech Ltd.,MATAM Advanced Technology Park,Building # 5,Haifa,,' ' ,Israel,599117,acute radiation syndrome,"""gard:0021896""",
2911,ex-vivo expanded placental adherent stromal cells,,9/24/2018,"treatment of graft failure and incomplete hematopoietic recovery, following hematopoietic cell transplantation (hct)",Designated,,Not FDA Approved for Orphan Indication,,,,,Pluri Biotech Ltd.,MATAM Advanced Technology Park,Building # 5,Haifa,,' ' ,Israel,626418,,,
2912,ex-vivo-expanded autologous keratinocytes transduced with retroviral vector containing the human COL7A1 gene.,,5/24/2017,treatment of dystrophic epidermolysis bullosa,Designated,,Not FDA Approved for Orphan Indication,,,,,Abeona Therapeutics,6555 Carnegie Blvd,Suite 401,Cleveland,Ohio,' 44103 ' ,United States,568716,dystrophic epidermolysis bullosa,"""gard:0002150""",
2913,exagamglogene autotemcel,Casgevy,5/11/2020,treatment of sickle cell disease,Designated/Approved,,,treatment of sickle cell disease (SCD) in patients 12 years and older with recurrent vaso-occlusive crises (VOCs),12/8/2023,12/8/2030,treatment of sickle cell disease (SCD) in patients 12 years and older with recurrent vaso-occlusive crises (VOCs),Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,715519,,,
2914,exagamglogene autotemcel,Casgevy,4/28/2020,treatment of beta-thalassemia,Designated/Approved,,,treatment of patients aged 12 years and older with transfusion-dependent beta-thalassemia (TDT),1/16/2024,1/16/2031,treatment of patients aged 12 years and older with transfusion-dependent beta-thalassemia (TDT),Vertex Pharmaceuticals Inc.,50 Northern Avenue,,Boston,Massachusetts,' 02210 ' ,United States,714319,beta-thalassemia,"""gard:0000871""",
2915,Excindogen,,9/23/2020,treatment of pancreatic cancer,Designated,,Not FDA Approved for Orphan Indication,,,,,CarcinEx Inc.,820 Grape St.,,Denver,Colorado,' 80220 ' ,United States,768020,,,
2916,"EXE-346, a Live Biotherapeutic Product (LBP), contains eight strains of probiotic bacteria.",,11/2/2020,treatment of pouchitis,Designated,,Not FDA Approved for Orphan Indication,,,,,"ExeGi Pharma, LLC.",90 Church St.,,Rockville,Maryland,' 20850 ' ,United States,778120,pouchitis,"""gard:0020510""",
2917,Exemestane,Aromasin,9/19/1991,treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,Designated/Approved,,,Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,10/21/1999,10/21/2006,,Pharmacia & Upjohn,7000 Portage Road,Mail Stop: 0636-298-113,Kalamazoo,Michigan,' 49001 ' ,United States,60191,,,
2918,exenatide,,5/16/2017,treatment of idiopathic intracranial hypertension,Designated,,Not FDA Approved for Orphan Indication,,,,,Boyd Consultants Ltd,"6th Floor, South Bank House, Barrow Street",,Dublin,,' 4 ' ,Ireland,530516,idiopathic intracranial hypertension,"""gard:0004561""",
2919,exendin-(9-39),,6/1/2011,treatment of congential hyperinsulinenic hypoglycemia and other causes of hyperinsulinemic hypoglycemia in adults and children,Designated/Designation Withdrawn or Revoked,2/14/2024,Not FDA Approved for Orphan Indication,,,,,The Children's Hospital of Philadelphia,Children's Hospital of Phil. Research Institute,Abramson Research Center,Philadelphia,Pennsylvania,' 19104 ' ,United States,321310,,,
2920,Exisulind,,2/14/1994,for the suppression and control of colonic adenomatous polyps in the inherited disease adenomatous polyposis coli.,Designated,,Not FDA Approved for Orphan Indication,,,,,"OSI Pharmaceuticals, Inc.",41 Pinelawn Road,,Melville,New York,' 11747 ' ,United States,79293,noma,"""gard:0004001""",
2921,Exon 44 specific phosphorothioate oligonucleotide,,11/5/2009,treatment of duchenne muscular dystrophy in patients who have a mutation correctable by skipping of exon 44of the dystrophin gene.,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,288309,muscular dystrophy,"""gard:0007922""",
2922,Exon 45 specific phosphorothioate oligonucleotide,,1/23/2013,treatment of duchenne muscular dystrophy patients bearing mutations that can be corrected by skipping exon 45,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,384512,muscular dystrophy,"""gard:0007922""",
2923,Exon 46 specific phosphorothioate oligonucleotide,,11/18/2005,treatment of duchenne muscular dystrophy,Designated/Designation Withdrawn or Revoked,4/25/2014,Not FDA Approved for Orphan Indication,,,,,Prosensa Therapuetics BV,Einsteinweg 55,,Leiden,,' ' ,Netherlands,211905,muscular dystrophy,"""gard:0007922""",
2924,Exon 51 specific phosphorothioate oligonucleotide,,8/25/2009,treatment of duchenne muscular dystrophy.,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,287209,muscular dystrophy,"""gard:0007922""",
2925,Exon 52 specific phosphorothiate oligonucleotide,,1/23/2013,treatment of duchenne muscular dystrophy patients bearing mutations that can be corrected by skipping exon 52,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,384412,muscular dystrophy,"""gard:0007922""",
2926,exon 53 specific phosphorothioate oligonucleotide,,1/23/2013,treatment of duchenne muscular dystrophy patients bearing mutations that can be corrected by skipping exon 53,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,384612,muscular dystrophy,"""gard:0007922""",
2927,Exon 55 specific phosphorothioate oligonucleotide,,1/23/2013,treatment of duchenne muscular dystrophy patients bearing mutations that can be corrected by skipping exon 55,Designated,,Not FDA Approved for Orphan Indication,,,,,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,384312,muscular dystrophy,"""gard:0007922""",
