d.gard_id,d.name,d.synonyms
GARD:0005900,Becker muscular dystrophy,"[Benign pseudohypertrophic muscular dystrophy,Becker's muscular dystrophy,Muscular dystrophy, Becker type,Muscular dystrophy pseudohypertrophic progressive, Becker type,Becker dystrophinopathy]"
GARD:0005901,Becker's nevus,"[Becker melanosis,Becker nevus,Becker naevus]"
GARD:0005905,Bejel,"[Dichuchwa,Endemic syphilis,Frenga,Njovera,Nonvenereal syphilis]"
GARD:0005906,Bell's palsy,"[Facial palsy,Facial cranial nerve paralysis,Bell palsy,Antoni's palsy,Facial nerve palsy,Facial paralysis,Idiopathic facial palsy,Refrigeration palsy]"
GARD:0005907,Diffuse astrocytoma,"[Low-grade diffuse astrocytoma,Fibrillary astrocytoma (histologic variant),Gemistocytic astrocytoma (histologic variant),Protoplasmic astrocytoma (histologic variant)]"
GARD:0005909,Benign essential blepharospasm,"[BEB,Blepharospasm,OBSOLETE: Benign essential blepharospasm,Primary blepharospasm]"
GARD:0005913,Mucous membrane pemphigoid,"[Benign mucosal pemphigoid,Benign mucous membrane pemphigoid,Cicatricial pemphigoid disease]"
GARD:0005915,Benign paroxysmal positional vertigo,"[BPPV,Familial vestibulopathy,Familial benign recurrent vertigo]"
GARD:0005918,Beta-galactosidase-1 deficiency,null
GARD:0005924,Biliary tract cancer,null
GARD:0005925,Binswanger's disease,"[Dementia multi-infarct,Multi-infarct dementia]"
GARD:0005926,Birdshot chorioretinopathy,"[BSCR,Multiple small, cream-colored lesions, symmetrically scattered mainly around the optic disk,Birdshot chorioretinitis,Birdshot retinochoroiditis,Birdshot retinochoroidopathy,Vitiliginous choroiditis]"
GARD:0005931,Blastomycosis,"[North American blastomycosis,Gilchrist's disease]"
GARD:0005932,Blepharophimosis,null
GARD:0005939,Blue diaper syndrome,"[Hypercalcemia, familial, with nephrocalcinosis and indicanuria]"
GARD:0005940,Blue rubber bleb nevus syndrome,"[Bean syndrome,Blue rubber bleb nevus,BRBNS]"
GARD:0005948,Bowen's disease,null
GARD:0005950,Bowen-Conradi syndrome,"[Bowen Hutterite syndrome (formerly),Bowen-Conradi Hutterite syndrome,BWCNS]"
GARD:0005951,Bowenoid papulosis,[BP]
GARD:0005961,Bronchiolitis obliterans organizing pneumonia,"[BOOP,Constrictive bronchiolitis,Organizing pneumonia]"
GARD:0005962,Bronchopulmonary dysplasia,[BPD]
GARD:0005963,Brown syndrome,"[Superior Oblique Tendon Sheath syndrome,Tendon Sheath Adherence, Superior Oblique]"
GARD:0005964,Brown-Sequard syndrome,"[Hemispinal cord syndrome,Hemicord syndrome,Hemiparaplegic syndrome]"
GARD:0005966,Brucellosis,"[Malta fever,Undulant fever,Rock fever,Gibraltar fever,Cyprus fever]"
GARD:0005968,Budd-Chiari syndrome,[Membranous obstruction of the inferior vena cava]
GARD:0005969,Buerger disease,"[Buerger's disease,Thromboangiitis obliterans,TAO,Inflammatory occlusive peripheral vascular disease,Occlusive peripheral vascular disease]"
GARD:0005972,Bullous pemphigoid,"[Senile Dermatitis Herpetiformis,Pemphigoid,Parapemphigus,Old Age Pemphigus,Benign Pemphigus]"
GARD:0005973,Burkitt lymphoma,"[Burkitt's lymphoma,BL]"
GARD:0005975,Scleredema,"[Scleredema adultorum,Scleredema adultorum of Buschke,Scleredema diabeticorum,Scleredema diabeticorum of Buschke,Buschke's scleredema]"
GARD:0005976,Byssinosis,[Monday morning fever]
GARD:0005978,C syndrome,"[Opitz trigonocephaly syndrome,Trigonocephaly C syndrome,Trigonocephaly syndrome]"
GARD:0005979,Hereditary angioedema,"[HAE,Hereditary angioneurotic edema,HANE,Deficiency of C1 esterase inhibitor,Hereditary angioedema type 1,Angioedema, hereditary]"
GARD:0005980,Calciphylaxis,[Idiopathic calciphylaxis]
GARD:0005984,Canavan disease,"[Canavan-van Bogaert-Bertrand disease,Spongy degeneration of the central nervous system,Von Bogaert-Bertrand disease,Aspartoacylase deficiency,ASPA deficiency,ASP deficiency,ACY2 deficiency,Aminoacylase 2 deficiency]"
GARD:0005993,Osteopetrosis autosomal recessive 4,"[OPTB4,Autosomal recessive osteopetrosis type 4,Osteopetrosis infantile malignant 2]"
GARD:0005994,Carcinoid syndrome,[Carcinoid tumor syndrome]
GARD:0005996,Carcinoma of the vocal tract,null
GARD:0005999,Cardiospasm,null
GARD:0006001,Carnosinemia,[Carnosinase deficiency]
GARD:0006002,Caroli disease,"[Congenital polycystic dilatation of intrahepatic bile ducts,Caroli disease isolated,Cystic dilatation of the intrahepatic biliary tree]"
GARD:0006003,Carpenter syndrome,"[Acrocephalopolysyndactyly type 2,ACPS 2,Acrocephalosyndactyly, type II,Carpenter syndrome 1,CRPT1]"
GARD:0006004,Cartilaginous cancer,null
GARD:0006005,Unicentric Castleman disease,"[Unicentric angiofollicular ganglionic hyperplasia,Unicentric angiofollicular lymph hyperplasia,Localized Castleman disease]"
GARD:0006007,Caudal regression sequence,"[Caudal dysplasia,Sacral agenesis syndrome,Sacral regression syndrome,Sacral agenesis,Sacral defect with anterior meningocele,Caudal regression syndrome]"
GARD:0006010,Cavernous lymphangioma,null
GARD:0006011,Bilateral perisylvian polymicrogyria,"[Perisylvian syndrome,Polymicrogyria, bilateral perisylvian,Congenital bilateral perisylvian syndrome,CBPS,Perisylvian syndrome, congenital bilateral,PMGX]"
GARD:0006014,Central core disease,"[CCD,CCO,Central core disease of muscle,Muscle core disease,Muscular central core disease,Myopathy, central fibrillar,Myopathy, central core,Shy-Magee syndrome]"
GARD:0006015,Central diabetes insipidus,"[Diabetes insipidus neurogenic,Neurohypophyseal diabetes insipidus,Pituitary diabetes insipidus,Diabetes insipidus neurohypophyseal,Diabetes insipidus cranial type,Neurogenic diabetes insipidus]"
GARD:0006019,Cerebellar degeneration,null
GARD:0006025,Cerebral ventricle cancer,null
GARD:0006026,Cerebro-costo-mandibular syndrome,"[Cerebrocostomandibular syndrome,CCMS,CCM syndrome,Rib gap defects with micrognathia]"
GARD:0006027,Cerebro-oculo-facio-skeletal syndrome,"[COFS syndrome,Pena-Shokeir syndrome type 2]"
GARD:0006033,Chandler's syndrome,[Chandler syndrome]
GARD:0006034,Charcot-Marie-Tooth disease,"[CMT,Hereditary motor and sensory neuropathy,HMSN,Charcot Marie Tooth disease]"
GARD:0006035,Chediak-Higashi syndrome,"[Chediak Higashi syndrome,CHS]"
GARD:0006036,Cherubism,[CRBM]
GARD:0006037,Chiari-Frommel syndrome,null
GARD:0006038,Chikungunya,"[Chikungunya fever,Chikungunya virus infection,Arbovirus A Chikungunya type,CHIKV infection,CHIK,CK]"
GARD:0006039,CHILD syndrome,"[Congenital Hemidysplasia with Ichthyosiform nevus and Limb Defects,Ichthyosis, CHILD syndrome]"
GARD:0006040,Childhood disintegrative disorder,null
GARD:0006042,Intrahepatic cholangiocarcinoma,null
GARD:0006043,Cholera,[Vibrio cholerae infection]
GARD:0006047,Chondroblastoma,null
GARD:0006048,Chondrocalcinosis 1,"[CCAL1,Chondrocalcinosis with early-onset osteoarthritis]"
GARD:0006049,Rhizomelic chondrodysplasia punctata type 1,[RCDP1]
GARD:0006050,Chondrodysplasia punctata with steroid sulfatase deficiency,null
GARD:0006051,Chondrodystrophy,null
GARD:0006052,Chondroma,null
GARD:0006054,Synovial Chondromatosis,[Synovial osteochondromatosis]
GARD:0006055,Chondrosarcoma,null
GARD:0006059,Choriocarcinoma,null
GARD:0006060,Chorioretinitis,null
GARD:0006061,Choroideremia,"[CHM,Progressive tapetochoroidal dystrophy,TCD]"
GARD:0006062,Choroiditis,null
GARD:0006064,Chromophobe renal cell carcinoma,"[CRCC,ChRCC]"
GARD:0006065,Chromosomal triplication,null
GARD:0006068,Chromosome 12p deletion,"[Deletion 12p,Monosomy 12p,12p deletion,12p monosomy,Partial monosomy 12p]"
GARD:0006069,Ring chromosome 13,"[Chromosome 13 ring,Ring 13,R13]"
GARD:0006072,Ring chromosome 14,"[Chromosome 14 ring,Ring 14,Ring chromosome 14 syndrome]"
GARD:0006075,Chromosome 17p deletion,"[Deletion 17p,Monosomy 17p,17p deletion,17p monosomy,Partial monosomy 17p]"
GARD:0006077,Ring chromosome 18,"[Chromosome 18 ring,Ring 18,R18]"
GARD:0006082,Chromosome 1p36 deletion syndrome,"[1p36 deletion syndrome,Monosomy 1p36 syndrome]"
GARD:0006083,Ring chromosome 21,"[Chromosome 21 ring,Ring 21,R21]"
GARD:0006085,Mosaic trisomy 22,"[Mosaic trisomy chromosome 22,Trisomy 22 mosaicism]"
GARD:0006090,Chromosome 4p deletion,"[Deletion 4p,Monosomy 4p,4p deletion,4p monosomy,Partial monosomy 4p]"
GARD:0006091,Chromosome 4p duplication,"[Duplication 4p,Trisomy 4p,4p duplication,4p trisomy,Partial trisomy 4p]"
GARD:0006093,Chromosome 5p duplication,"[Duplication 5p,Trisomy 5p,5p duplication,5p trisomy,Partial trisomy 5p]"
GARD:0006095,Ring chromosome 6,"[Chromosome 6 ring,Ring 6,R6]"
GARD:0006099,Chronic erosive gastritis,"[Idiopathic chronic, erosive gastritis,Varioliform gastritis]"
GARD:0006100,Chronic granulomatous disease,"[Granulomatous disease, chronic]"
GARD:0006102,Chronic inflammatory demyelinating polyneuropathy,"[CIDP,Chronic Inflammatory Demyelinating Polyradiculoneuropathy]"
GARD:0006104,Chronic lymphocytic leukemia,"[Leukemia, lymphocytic, chronic,Chronic B-Cell Lymphocytic Leukemia,B Cell Chronic Lymphocytic Leukemia]"
GARD:0006105,Chronic myeloid leukemia,"[Chronic granulocytic leukemia,Chronic myelogenous leukemia,CML,Leukemia, chronic myeloid]"
GARD:0006107,Neutropenia lethal congenital with eosinophilia,[Lethal congenital neutropenia with eosinophilia]
GARD:0006108,Chronic recurrent multifocal osteomyelitis,"[CRMO,Multifocal osteomyelitis, chronic,Chronic multifocal osteomyelitis,CMO,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,CNO/CRMO]"
GARD:0006111,Eosinophilic granulomatosis with polyangiitis,"[CSS,Allergic granulomatous and angiitis,Allergic angiitis and granulomatosis,Allergic granulomatosis,Churg-Strauss vasculitis,Granulomatous allergic angiitis,Churg-Strauss syndrome,EGPA]"
GARD:0006113,Ciguatera fish poisoning,[Ciguatera poisoning]
GARD:0006114,Citrullinemia type I,"[Classic citrullinemia,Argininosuccinate synthetase deficiency,CTNL1,Citrullinuria,ASS deficiency,Citrullinemia 1]"
GARD:0006118,Cleidocranial dysplasia,"[CLCD,Cleidocranial dysostosis,Dysplasia cleidocranial,Marie-Sainton disease]"
GARD:0006121,Coats disease,"[Retinal telangiectasis,Leber miliary aneurysm]"
GARD:0006122,Cockayne syndrome,"[Cockayne's syndrome,Dwarfism-retinal atrophy-deafness syndrome,Progeria-like syndrome,Progeroid nanism]"
GARD:0006123,Coffin-Lowry syndrome,"[Mental retardation with osteocartilaginous abnormalities,CLS,Coffin syndrome]"
GARD:0006124,Coffin-Siris syndrome,"[Fifth digit syndrome,Intellectual disability with absent fifth fingernail and terminal phalanx]"
GARD:0006125,Cogan-Reese syndrome,null
GARD:0006126,Cohen syndrome,"[COH1,Pepper syndrome,Hypotonia, obesity, and prominent incisors]"
GARD:0006130,Cold agglutinin disease,"[Anemia, hemolytic, cold antibody,Cold antibody hemolytic anemia,Cold antibody disease,CAD]"
GARD:0006131,Cold urticaria,"[Cold contact urticaria,Primary idiopathic cold urticaria,Urticaria idiopathic cold]"
GARD:0006137,Colonic malakoplakia,null
GARD:0006140,Common variable immunodeficiency,"[CVID,Common variable hypogamma-globulinemia,Hypogamma-globulinemia, acquired,Immunoglobulin deficiency, late-onset,Common variable immune deficiency,Idiopathic immunoglobulin deficiency,Primary antibody deficiency,Primary hypogammaglobulinemia]"
GARD:0006141,Compartment syndrome,null
GARD:0006145,Cone-rod dystrophy 2,"[CORD2,Cone-rod retinal dystrophy 2,CRD2,Retinal cone-rod dystrophy 2,RCRD2]"
GARD:0006148,Hereditary antithrombin deficiency,"[Congenital AT-III deficiency,Antithrombin III Deficiency,Congenital Antithrombin III Deficiency,Thrombophilia due to antithrombin III deficiency,Inherited antithrombin deficiency,Hereditary thrombophilia due to congenital antithrombin deficiency,Hereditary thrombophilia due to congenital antithrombin 3 deficiency]"
GARD:0006149,Congenital aplastic anemia,null
GARD:0006150,Congenital arteriovenous shunt,null
GARD:0006154,Congenital cardiovascular shunt,null
GARD:0006161,Congenital fiber type disproportion,"[Congenital fiber-type disproportion myopathy,Myopathy, congenital with fiber-type disproportion,CFTDM,Fiber-type disproportion myopathy, congenital]"
GARD:0006164,Congenital heart block,[Heart block congenital]
GARD:0006167,Congenital hemolytic anemia,[Anemia hemolytic congenital]
GARD:0006168,Congenital hepatic fibrosis,null
GARD:0006169,Hepatoerythropoietic porphyria,[HEP]
GARD:0006177,Congenital nonhemolytic jaundice,null
GARD:0006187,Ligneous conjunctivitis,[Conjunctivitis lignosa]
GARD:0006189,X-linked dominant chondrodysplasia punctata 2,"[CDPX2,CDPXD,CPXD,Conradi Hunermann syndrome,Happle syndrome,Conrad Hunermann Happle syndrome,Chondrodysplasia punctata, x-linked dominant]"
GARD:0006191,Conversion disorder,"[Functional neurological disorder,FND,Functional movement disorder]"
GARD:0006193,Cor biloculare,null
GARD:0006194,Cor triatriatum,[Triatrial heart]
GARD:0006196,Corneal endothelial dystrophy type 2,"[CHED2,Corneal dystrophy, congenital hereditary endothelial,Congenital hereditary endothelial dystrophy of the cornea,Maumenee corneal dystrophy]"
GARD:0006200,Coronary artery aneurysm,null
GARD:0006202,Cowden syndrome,"[Cowden disease,CD,Cowden's disease,CS,Multiple hamartoma syndrome,MHAM]"
GARD:0006205,Cramp-fasciculation syndrome,null
GARD:0006206,Crouzon syndrome,"[Craniofacial dysostosis type 1,CFD1,Crouzon craniofacial dysostosis,Crouzon disease]"
GARD:0006209,Craniosynostosis,"[Craniostenosis,CSO]"
GARD:0006213,Cri du chat syndrome,"[Cat cry syndrome,5p minus syndrome,Chromosome 5p deletion syndrome,5p- syndrome,Monosomy 5p,5p deletion syndrome,Chromosome 5p- syndrome]"
GARD:0006217,Simple cryoglobulinemia,[Cryoglobulinemia type 1]
GARD:0006218,Cryptococcosis,null
GARD:0006219,Cryptosporidiosis,null
GARD:0006224,Cushing's syndrome,"[Cushing syndrome,Hypercortisolism,Nodular primary adrenocortical dysplasia,Adrenal cortex adenoma,Adrenal hyperfunction resulting from pituitary acth excess,Ectopic ACTH syndrome,Ectopic adrenocorticotropic hormone syndrome,Hyperadrenocorticism]"
GARD:0006225,Cutaneous lupus erythematosus,"[Lupus erythematosus, cutaneous]"
GARD:0006226,Cutaneous T-cell lymphoma,[CTCL]
GARD:0006227,Cutis laxa,[Generalized elastolysis]
GARD:0006228,Cutis marmorata telangiectatica congenita,"[CMTC,Hereditary cutis marmorata telangiectatica congenita,Van Lohuizen syndrome]"
GARD:0006229,Cyclic neutropenia,"[Neutropenia cyclic,Cyclic hematopoiesis]"
GARD:0006232,Cystic adenomatoid malformation of lung,"[Congenital cystic adenomatoid malformation,Congenital pulmonary airway malformation]"
GARD:0006233,Cystic fibrosis,"[Mucoviscidosis,CF]"
GARD:0006234,Cystic hygroma,"[Macrocystic lymphatic malformation,Cystic lymphangioma]"
GARD:0006236,Cystinosis,"[Cystine diathesis,Cystine disease,Cystine storage disease,Cystinoses]"
GARD:0006237,Cystinuria,"[CSNU,Cystinuria-lysinuria]"
GARD:0006240,D-minus hemolytic uremic syndrome (D-HUS),null
GARD:0006241,D-plus hemolytic uremic syndrome (D+HUS),null
GARD:0006242,Dandy-Walker complex,"[DW complex,Dandy-Walker syndrome or malformation (type of DW complex),Dandy-Walker variant (type of DW complex),Mega cisterna magna (type of DW complex)]"
GARD:0006243,Darier disease,"[Darier White Disease,Darier's disease,Keratosis follicularis]"
GARD:0006249,Malignant Atrophic Papulosis,"[Degos's malignant atrophic papulosis,Atrophic papulosis, malignant,Kohlmeier-Degos disease,Degos disease,Köhlmeier-Degos-Delort-Tricort syndrome,Köhlmeier-Degos disease,Papulosis atrophican maligna]"
GARD:0006254,Dengue fever,"[Dengue hemorrhagic fever,Dengue shock syndrome,Philippine hemorrhagic fever,Thai hemorrhagic fever,Singapore hemorrhagic fever,Hemorrhagic dengue,Dengue virus infection,DF]"
GARD:0006256,Calcifying Epithelial Odontogenic Tumor,"[CEOT,Pindborg tumor]"
GARD:0006258,Dentinogenesis imperfecta ,"[Dentinogenesis imperfecta without osteogenesis imperfecta,Capdepont teeth]"
GARD:0006260,Depersonalization/derealization disorder,[Depersonalization disorder]
GARD:0006263,Dermatomyositis,[Adult dermatomyositis]
GARD:0006265,Desmoplastic small round cell tumor,"[Desmoplastic small round-cell tumor,DSRCT]"
GARD:0006267,Neuromyelitis optica spectrum disorder,"[Devic syndrome,NMO,Devic's neuromyelitis optica,Devic disease,NMO spectrum disorder,Neuromyelitis optica,Neuromyelitis optica spectrum disorders]"
GARD:0006268,Dextrocardia with situs inversus,[Situs inversus totalis]
GARD:0006274,Diamond-Blackfan anemia,"[DBA,Anemia Diamond Blackfan type,Blackfan Diamond syndrome,BDS,Anemia congenital erythroid hypoplastic,Aregenerative anemia chronic congenital,Erythrogenesis imperfecta,Red cell aplasia, pure hereditary,Congenital hypoplastic anemia,Aase-Smith II syndrome,Congenital PRCA,Congenital hypoplastic anemia, Blackfan-Diamond type,Congenital pure red cell aplasia,Aase syndrome,Blackfan-Diamond anemia]"
GARD:0006275,Diastrophic dysplasia,"[DTD,DD,Diastrophic dwarfism]"
GARD:0006276,Diencephalic syndrome,"[Diencephalic cachexia,Diencephalic syndrome of childhood,Diencephalic syndrome of emaciation,Russell diencephalic cachexia,Russell syndrome]"
GARD:0006285,Doxorubicin induced cardiomyopathy,null
GARD:0006286,Dracunculiasis,"[Guinea worm disease,GWD,Parasitic infection caused by Dracunculus medinensis,Guinea worm infection]"
GARD:0006288,Duane syndrome,"[Duane anomaly,Duane retraction syndrome,DRS,Stilling-Turk-Duane syndrome]"
GARD:0006289,Dubin-Johnson syndrome,"[DJS,Hyperbilirubinemia 2,Chronic Idiopathic Jaundice,Conjugated Hyperbilirubinemia]"
GARD:0006290,Dubowitz syndrome,"[Intrauterine growth retardation, short stature, microcephaly, mild mental retardation with behavior problems, eczema, and unusual and distinctive faci,Dwarfism-eczema-peculiar facies syndrome]"
GARD:0006291,Duchenne muscular dystrophy,"[Muscular dystrophy, Duchenne,DMD,Muscular dystrophy, pseudohypertrophic progressive, Duchenne type]"
GARD:0006294,Dwarfism Levi type,"[Snub-nosed type of dwarfism,Dwarfism Levi's type]"
GARD:0006295,Dyggve-Melchior-Clausen syndrome,"[Dyggve-Melchior-Clausen disease,DMC syndrome]"
