Display Name,UNII,Status,Record Protection Status,Expr1004,Generic Name,Date Designated,Orphan Designation,Orphan Designation Status,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,Exclusivity Protected Indication * (Shown for approvals from Jan,Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
"""3-(4-(8-FLUOROQUINOLINE)IMIDAZOLE(1,2-A)PYRIDINE-7-(1-PHENYL-4-(1-(4-METHYL PIPERAZINE)""",0PD95Q5DD1,Designated,Public record,3654,"3-(4-(8-fluoroquinoline)-Imidazole[1,2-a]pyridine-7-(1-phenyl-4-(1-(4-methyl piperazine)",7/14/2015,Treatment of fibrodysplasia ossificans progressiva.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"La Jolla Pharmaceutical Company, Inc.",10182 Telesis Court,Suite 600,San Diego,California,92121,United States,484915
ATM-3507,MC4FSR36T2,Designated,Public record,3656,anisina,7/14/2015,Treatment of neuroblastoma.,Designated,Not FDA Approved for Orphan Indication,,,,,Novogen Ltd,16-20 Edgeworth David Avenue,,Hornsbsy,,,Australia,485815
CANNABIDIOL,19GBJ60SN5,Designated,Public record,3657,cannabidiol,7/14/2015,Prevention of Graft versus Host Disease (GVHD).,Designated,Not FDA Approved for Orphan Indication,,,,,"Kalytera Therapeutics Israel, Ltd.",Technological Building,Road 4 Katzrin,Qatsrin,,,Israel,482315
MELPHALAN,Q41OR9510P,Designated,Public record,3659,melphalan,7/14/2015,Treatment of cholangiocarcinoma.,Designated,Not FDA Approved for Orphan Indication,,,,,"Delcath Systems, Inc.",1633 Broadway,Suite 22C,New York,New York,10019,United States,485515
4-ISOTHIOUREIDOBUTYRONITRILE,C3059TG1KN,Designated,Public record,3661,thioureidobutyronitrile,7/14/2015,Treatment of ovarian cancer,Designated,Not FDA Approved for Orphan Indication,,,,,"Innovation Pharmaceuticals, Inc.",100 Cummings Center,Suite 151-B,Beverly,Massachusetts,1915,United States,485615
VITAMIN A PALMITATE,1D1K0N0VVC,Designated,Public record,3662,vitamin A palmitate,7/14/2015,Prevention of bronchopulmonary dysplasia.,Designated,Not FDA Approved for Orphan Indication,,,,,"Advent Therapeutics, Inc.",6500 Old Carversville Road,,Lumberville,Pennsylvania,18933,United States,483315
OMBITASVIR,2302768XJ8,Designated,Public record,3664,ombitasvir/paritaprevir/ritonavir and dasabuvir,7/16/2015,Treatment of pediatric patients with hepatitis C virus infection (0 through 16 years of age),Designated,Not FDA Approved for Orphan Indication,,,,,"Abbvie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60064,United States,484715
PARITAPREVIR,OU2YM37K86,Designated,Public record,3664,ombitasvir/paritaprevir/ritonavir and dasabuvir,7/16/2015,Treatment of pediatric patients with hepatitis C virus infection (0 through 16 years of age),Designated,Not FDA Approved for Orphan Indication,,,,,"Abbvie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60064,United States,484715
RITONAVIR,O3J8G9O825,Designated,Public record,3664,ombitasvir/paritaprevir/ritonavir and dasabuvir,7/16/2015,Treatment of pediatric patients with hepatitis C virus infection (0 through 16 years of age),Designated,Not FDA Approved for Orphan Indication,,,,,"Abbvie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60064,United States,484715
DASABUVIR,DE54EQW8T1,Designated,Public record,3664,ombitasvir/paritaprevir/ritonavir and dasabuvir,7/16/2015,Treatment of pediatric patients with hepatitis C virus infection (0 through 16 years of age),Designated,Not FDA Approved for Orphan Indication,,,,,"Abbvie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60064,United States,484715
ANDECALIXIMAB,571045EIM4,Designated,Public record,3665,recombinant humanized anti-matrix metalloprotein 9 (MMP9) monoclonal antibody IgG4,7/16/2015,Treatment of gastric cancer,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Gilead Sciences, Inc.",199 E. Blaine St.,,Seattle,Washington,98102,United States,473815
AMANTADINE HYDROCHLORIDE,M6Q1EO9TD0,Designated,Public record,3666,Amantadine HCl,7/20/2015,Treatment of levodopa-induced dyskinesia,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Osmotica Pharmaceutical Corporation,"Regulatory, Clinical Operations & Legal","Lumina Station #2, Suite 209-A",Wilmington,North Carolina,28403,United States,257608
MONGERSEN,O1VIU3R1NE,Designated,Public record,3667,mongersen,7/20/2015,Treatment of pediatric Crohn's disease,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,7901,United States,484215
ANTROQUINONOL,AX9P92T7JZ,Designated,Public record,3669,antroquinonol,7/23/2015,Treatment of hepatocellular carcinoma,Designated,Not FDA Approved for Orphan Indication,,,,,Golden Biotechnology Corporation,"10F, No. 9, Ln. 3","Tamsui Dist.,",New Taipei City 251,,,Taiwan,488115
CANNABIDIOL,19GBJ60SN5,Designated,Public record,3670,cannabidiol,7/23/2015,Treatment of infantile spasms,Designated,Not FDA Approved for Orphan Indication,,,,,"Radius Pharmaceuticals, Inc.",950 Winter Street,,Waltham,Massachusetts,2451,United States,486115
PAC-1,9LIS8N0B2C,Designated,Public record,3671,procaspase-activating compound 1,7/23/2015,Treatment of malignant glioma,Designated,Not FDA Approved for Orphan Indication,,,,,"Vanquish Oncology, Inc.",2001 S. First Street,Suite 201,Champaign,Illinois,61820,United States,486615
VELTUZUMAB,BPD4DGQ314,Designated,Public record,3672,veltuzumab,7/28/2015,Treatment of immune thrombocytopenic purpura.,Designated,Not FDA Approved for Orphan Indication,,,,,"Immunomedics, Inc.",300 American Road,,Morris Plains,New Jersey,7950,United States,486915
AFATINIB,41UD74L59M,Designated/Approved,Public record,3673,afatinib,8/3/2015,Treatment of non-small cell lung cancer with squamous histology.,Designated/Approved,,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy",4/15/2016,4/15/2023,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy","Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,6877,United States,484115
INECALCITOL,05FZV98342,Designated,Public record,3674,inecalcitol,8/3/2015,Treatment of acute myeloid leukemia.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Hybrigenics, S.A.",3-5 Impasse Reille,75014,Paris,,,France,479715
3-BUTYLIDENEPHTHALIDE,S9178G4B3F,Designated,Public record,3675,butylidenephthalide,8/5/2015,Treatment of Malignant Glioma,Designated,Not FDA Approved for Orphan Indication,,,,,"Everfront Biotech, Inc.","11F., No. 31, Ln. 169, Kangning St.",,New Taipei City 221,,,Taiwan,485715
VALPROATE SODIUM,5VOM6GYJ0D,Designated,Public record,3676,sodium valproate,8/5/2015,Treatment of Wolfram syndrome,Designated,Not FDA Approved for Orphan Indication,,,,,The University of Birmingham,Birmingham Research Park - Vincent Drive,,Birmingham,,,United Kingdom,486515
VARLITINIB,846Y8197W1,Designated,Public record,3677,varlitinib,8/5/2015,treatment of biliary tract cancer,Designated,Not FDA Approved for Orphan Indication,,,,,"ASLAN Pharmaceuticals Pte, Ltd.",83 Clemenceau Avenue,#12-03,Singapore,,,Singapore,485915
DARATUMUMAB,4Z63YK6E0E,Designated,Public record,3678,daratumumab,8/6/2015,Treatment of follicular lymphoma,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC",1400 McKean Road,P.O. Box 776,Spring House,Pennsylvania,19477,United States,487415
DARATUMUMAB,4Z63YK6E0E,Designated,Public record,3680,daratumumab,8/20/2015,Treatment of mantle cell lymphoma.,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC",1400 McKean Road,P.O. Box 776,Spring House,Pennsylvania,19477,United States,488615
MAGROLIMAB,90YIEHRFJ9,Designated,Public record,3681,humanized monoclonal antibody of the IgG4 kappa isotype targeting CD47,8/20/2015,Treatment of acute myeloid (myelogenous) leukemia.,Designated,Not FDA Approved for Orphan Indication,,,,,"Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,488515
FOSTAMATINIB DISODIUM,86EEZ49YVB,Designated,Public record,3683,fostamatinib disodium hexahydrate,8/25/2015,Treatment of immune thrombocytopenic purpura,Designated/Approved,,TAVALISSE is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.,4/17/2018,4/17/2025,TAVALISSE is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.,"Rigel Pharmaceuticals, Inc.",1180 Veterans Boulevard,,South San Francisco,California,94080,United States,487715
ABTL-0812 SODIUM,X1840C8161,Designated,Public record,3684,sodium 2-hydroxylinoleate,8/25/2015,Treatment of neuroblastoma.,Designated,Not FDA Approved for Orphan Indication,,,,,"Ability Pharmaceuticals, SL","Edifici Eureka, Campus de la UAB",,Bellaterra,,8193,Spain,489315
METHOTREXATE,YL5FZ2Y5U1,Designated/Approved,Public record,3685,methotrexate oral solution,8/27/2015,Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who are intolerant of or had an inadequate response to first-line therapy.,Designated/Approved,,"Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who have had an insufficient therapeutic response to, or are intolerant of, an adequate trial of first-line therapy including full dose non-steroidal anti-infl",4/25/2017,4/25/2024,Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who are intolerant or of had an inadequate response to first-line therapy.,"Silvergate Pharmaeuticals, Inc.",6251 Greenwood Plaza Blvd,Suite 101,Greenwood Village,Colorado,80111,United States,479515
NIVOLUMAB,31YO63LBSN,Designated,Public record,3686,nivolumab,8/27/2015,Treatment of glioblastoma,Designated,Not FDA Approved for Orphan Indication,,,,,Bristol-Myers Squibb Co,P. O. Box 4000,,Princeton,New Jersey,8543,United States,469615
LAROTRECTINIB SULFATE,RDF76R62ID,Designated,Public record,3687,Larotrectinib,8/31/2015,Treatment of soft tissue sarcoma.,Designated,Not FDA Approved for Orphan Indication,,,,,Bayer HealthCare Pharmaceuticals Inc.,100 Bayer Boulevard,,Whippany,New Jersey,7981,United States,490115
ACETYLCYSTEINE,WYQ7N0BPYC,Designated,Public record,3688,N-acetylcysteine and sodium thiosulfate,8/31/2015,Prevention of platinum-induced toxicities in pediatric patients (0 through 16 years of age).,Designated,Not FDA Approved for Orphan Indication,,,,,"Edward A. Neuwelt, MD",3181 SW Sam Jackson Park Road,,Portland,Oregon,97239,United States,479415
SODIUM THIOSULFATE,HX1032V43M,Designated,Public record,3688,N-acetylcysteine and sodium thiosulfate,8/31/2015,Prevention of platinum-induced toxicities in pediatric patients (0 through 16 years of age).,Designated,Not FDA Approved for Orphan Indication,,,,,"Edward A. Neuwelt, MD",3181 SW Sam Jackson Park Road,,Portland,Oregon,97239,United States,479415
UDENAFIL,L5IB4XLY36,Designated,Public record,3689,udenafil,8/31/2015,Treatment of single ventricle congenital heart disease with Fontan physiology,Designated,Not FDA Approved for Orphan Indication,,,,,Mezzion Pharma Co. Ltd.,3rd Floor C & H Building,Gangnam-gu 135-879,Seoul,,,South Korea,449714
ATALUREN,K16AME9I3V,Designated,Public record,3690,ataluren,9/1/2015,Treatment of aniridia,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"PTC Therapeutics, Inc.",100 Corporate Court,,South Plainfield,New Jersey,7080,United States,490215
NIVOLUMAB,31YO63LBSN,Designated/Approved,Public record,3693,nivolumab; nivolumab,9/2/2015,Treatment of hepatocellular carcinoma,Designated/Approved,,Treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib (Indication withdrawn),9/22/2017,7/23/2021,Treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib (Indication withdrawn),Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,,United States,489915
NIVOLUMAB,31YO63LBSN,Designated/Approved,Public record,3694,nivolumab; nivolumab,9/2/2015,Treatment of hepatocellular carcinoma,Designated/Approved,,"OPDIVO, as a single agent or in combination with ipilimumab, is indicated for the treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib.",3/10/2020,,,Bristol-Myers Squibb Company,P. O. Box 5326,,Princeton,New Jersey,,United States,489915
HYDROCORTISONE,WI4X0X7BPJ,Designated,Public record,3695,hydrocortisone modified release capsules,9/3/2015,Treatment of adrenal insufficiency.,Designated,Not FDA Approved for Orphan Indication,,,,,Diurnal Limited,Cardiff Medicentre,,Cardiff,,,United Kingdom,487515
NIMOTUZUMAB,6NS400BXKH,Designated,Public record,3696,nimotuzumab,9/8/2015,Treatment of pancreatic cancer.,Designated,Not FDA Approved for Orphan Indication,,,,,InnoCIMab Pte Ltd,21 Bukit Batok Crescent,,WCEGA Tower #14-78,,,Singapore,487915
PENTETRAZOL,WM5Z385K7T,Designated,Public record,3697,pentetrazol,9/9/2015,Treatment of idiopathic hypersomnia,Designated,Not FDA Approved for Orphan Indication,,,,,"Balance Therapeutics, Inc.",1250 Bayhill Drive,Suite 125,San Bruno,California,94066,United States,488815
ICERGUASTAT ACETATE,JDD15DX7JF,Designated,Public record,3698,2-(2-chlorobenzylidene)hydrazinecarboximidamide acetate,9/10/2015,Treatment of Charcot-Marie Tooth disease.,Designated,Not FDA Approved for Orphan Indication,,,,,InFlectis BioScience,21 rue de la Noue Bras de Fer,44200,Nantes,,,France,488415
EVEROLIMUS,9HW64Q8G6G,Designated,Public record,3699,everolimus ointment,9/10/2015,Topical treatment of Tuberous Sclerosis Complex-related skin lesions,Designated,Not FDA Approved for Orphan Indication,,,,,"Aucta Pharmaceuticals, LLC",675 US Highway One,,North Brunswick,New Jersey,8902,United States,489715
IMLIFIDASE,UVJ7NL8S2P,Designated,Public record,3700,immunoglobulin G degrading enzyme of Streptococcus pyogenes,9/10/2015,Prevention of antibody mediated organ rejection in solid organ transplant patients.,Designated,Not FDA Approved for Orphan Indication,,,,,Hansa Medical AB,"Scheelevägen 22, P. O. Box 785",SE-220 07,Lund,,,Sweden,455114
MANF,5R3OV3AM5M,Designated,Public record,3701,"mesencephalic, astrocyte-derived neurotrophic factor",9/10/2015,Treatment of retinal artery occlusion.,Designated,Not FDA Approved for Orphan Indication,,,,,"Amarantus BioScience Holdings, Inc.",655 Montgomery Street,Suite 900,San Francisco,California,94111,United States,466314
MASITINIB MESYLATE,ZK89EG3A18,Designated,Public record,3702,masitinib mesylate,9/14/2015,Treatment of gastric cancer including cancer of the gastroesophageal junction,Designated,Not FDA Approved for Orphan Indication,,,,,AB Science,"3, avenue George V",,Paris,,,France,490815
BLU-9931,FQK825B5DX,Designated,Public record,3703,small molecule FGFR4 inhibitor,9/14/2015,Treatment of hepatocellular cancer (HCC).,Designated,Not FDA Approved for Orphan Indication,,,,,Blueprint Medicines Corporation,38 Sidney Street,Suite 200,Cambridge,Massachusetts,2139,United States,490915
ANAKINRA,9013DUQ28K,Designated,Public record,3704,interleukin-1 receptor antagonist anakinra,9/15/2015,Treatment of Still's disease including systemic juvenile idiopathic arithritis and adult-onset Still's disease.,Designated,Not FDA Approved for Orphan Indication,,,,,Swedish Orphan Biovitrum AB,SE-112,75 Stockholm,Stockholm,,,Sweden,488715
NIVOLUMAB,31YO63LBSN,Designated,Public record,3706,nivolumab,9/15/2015,Treatment of small cell lung cancer.,Designated/Approved,,For the treatment of patients with metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy. (Indication withdrawn),8/16/2018,12/29/2020,For the treatment of patients with metastatic small cell lung cancer (SCLC) with progression after platinum-based chemotherapy and at least one other line of therapy. (Indication withdrawn),Bristol-Myers Squibb Company,5 Research Parkway,,Wallingford,Connecticut,6492,United States,491415
REMDESIVIR,3QKI37EEHE,Designated,Public record,3707,Remdesivir,9/18/2015,Treatment of Ebola virus disease,Designated,Not FDA Approved for Orphan Indication,,,,,"Gilead Sciences, Inc.",333 Lakeside Drive,,Foster City,California,94404,United States,490515
UPADACITINIB TARTRATE,7KCW9IQM02,Designated,Public record,3708,upadacitinib,9/18/2015,Treatment of pediatric (aged 0 through 16 years) juvenile idiopathic arthritis (JIA) ILAR categories excluding systemic JIA,Designated,Not FDA Approved for Orphan Indication,,,,,"AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,60064,United States,485415
ACALABRUTINIB,I42748ELQW,Designated/Approved,Public record,3709,acalabrutinib,9/21/2015,Treatment of mantle cell lymphoma.,Designated/Approved,,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,10/31/2017,10/31/2024,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,94080,United States,488915
ACALABRUTINIB,I42748ELQW,Designated/Approved,Public record,3710,acalabrutinib,9/21/2015,Treatment of mantle cell lymphoma.,Designated/Approved,,Treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,8/4/2022,,,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,94080,United States,488915
AVELUMAB,KXG2PJ551I,Designated/Approved,Public record,3712,avelumab (Recombinant human monoclonal IgG1 antibody against programmed death ligand-1),9/21/2015,Treatment of merkel cell carcinoma.,Designated/Approved,,Treatment of adults and pediatric patients 12 years and older with metastatic Merkel cell carcinoma,3/23/2017,3/23/2024,Treatment of adults and pediatric patients 12 years and older with metastatic Merkel cell carcinoma,"EMD Serono Research and Development Institute, Inc.",45A Middlesex Turnpike,,Billerica,Massachusetts,1821,United States,491815
