# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-05-16
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr12	75334670	75370560	12q21	12q21.2	610395	GLIPR1L1	GLIPR1-like protein 1	GLIPR1L1	256710	ENSG00000173401			Glipr1l1,Glipr1l3 (MGI:1916536,MGI:3620621)
chr12	75391089	75432688	12q21	12q21.2	610394	GLIPR1L2	GLIPR1-like protein 2	GLIPR1L2	144321	ENSG00000180481			Glipr1l2 (MGI:1914787)
chr12	75480755	75503863	12q21	12q21.2	602692	GLIPR1, GLIPR, RTVP1	Glioma pathogenesis-related protein 1	GLIPR1	11010	ENSG00000139278			Glipr1 (MGI:1920940)
chr12	75490863	75511609	12q21.2	12q21.2	612817	KRR1	KRR1 small subunitprocessome component homolog	KRR1	11103	ENSG00000111615			Krr1 (MGI:1289274)
chr12	76025447	76031776	12q15-q21.2	12q21.2	605335	PHLDA1, TDAG51	Pleckstrin homology-like domain, family A, member 1	PHLDA1	22822	ENSG00000139289			Phlda1 (MGI:1096880)
chr12	76036585	76084685	12q21.2	12q21.2	164060	NAP1L1, NAP1L	Nucleosome assembly protein 1-like 1	NAP1L1	4673	ENSG00000187109			Nap1l1 (MGI:1855693)
chr12	76344474	76348415	12q21.2	12q21.2	610148	BBS10, C12orf58, FLJ23560	BBS10 gene	BBS10	79738	ENSG00000179941		Bardet-Biedl syndrome 10, 615987 (3), Autosomal recessive	Bbs10 (MGI:1919019)
chr12	76351797	76559771	12p	12q21.2	606736	OSBPL8, ORP8, KIAA1451	Oxysterol-binding protein-like protein 8	OSBPL8	114882	ENSG00000091039			Osbpl8 (MGI:2443807)
chr12	76764115	76853701	12q14-q15	12q21.2	607799	ZDHHC17, HIP14	Zinc finger DHHC domain-containing protein 17	ZDHHC17	23390	ENSG00000186908			Zdhhc17 (MGI:2445110)
chr12	76858709	76879019	12q21.1	12q21.2	601871	CSRP2, LMO5	Cysteine and glycine-rich protein-2 (LIM domain only 5, smooth muscle)	CSRP2	1466	ENSG00000175183	pseudogene on 3q21.1		Csrp2 (MGI:1202907)
chr12	77021251	77065569	12q21.3	12q21.2	612046	E2F7	E2F transcription factor 7	E2F7	144455	ENSG00000165891			E2f7 (MGI:1289147)
chr12	77571862	78213010	12q21.1	12q21.2	611629	NAV3, POMFIl1, KIAA0938	Neuron navigator 3	NAV3	89795	ENSG00000067798			Nav3 (MGI:2183703)
chr12	78863982	79452008	12cen-q21	12q21.2	185605	SYT1, BAGOS	Synaptotagmin-1	SYT1	6857	ENSG00000067715		Baker-Gordon syndrome, 618218 (3), Autosomal dominant	Syt1 (MGI:99667)
chr12	79584879	79690964	12q21	12q21.2	601936	PAWR, PAR4	PRKC, apoptosis, WT1, regulator	PAWR	5074	ENSG00000177425			Pawr (MGI:2149961)
chr12	79773563	79935460	12q15-q21.2	12q21.2-q21.31	602021	PPP1R12A, MYPT1, GUBS	Protein phosphatase 1, regulatory subunit 12A (myosin phosphatase target subunit 1)	PPP1R12A	4659	ENSG00000058272		Genitourinary and/or/brain malformation syndrome, 618820 (3), Autosomal dominant	Ppp1r12a (MGI:1309528)
chr12	80099537	80380880	12q21.31	12q21.31	614925	OTOGL, C12orf64, DFNB84B	Otogelin-like protein	OTOGL	283310	ENSG00000165899		Deafness, autosomal recessive 84B, 614944 (3), Autosomal recessive	Otogl (MGI:3647600)
chr12	80444235	80680273	12q21.2	12q21.31	603317	PTPRQ, PTPGMC1, DFNB84A, DFNA73	Protein-tyrosine phosphatase, receptor-type, Q	PTPRQ	374462	ENSG00000139304	mutation identified in 1 DFNA73 family	Deafness, autosomal dominant 73, 617663 (3), Autosomal dominant; Deafness, autosomal recessive 84A, 613391 (3), Autosomal recessive	Ptprq (MGI:1096349)
chr12	80707634	80709474	12q21	12q21.31	159991	MYF6, CNM3	Myogenic factor-6	MYF6	4618	ENSG00000111046			Myf6 (MGI:97253)
chr12	80716912	80719671	12q21	12q21.31	159990	MYF5, EORVA	Myogenic factor-5	MYF5	4617	ENSG00000111049		Ophthalmoplegia, external, with rib and vertebral anomalies, 618155 (3), Autosomal recessive	Myf5 (MGI:97252)
chr12	80792520	80937934	12q21.31	12q21.31	603380	LIN7A, VELI1, MALS1	Lin7 homolog A, crumbs cell polarity complex component	LIN7A	8825	ENSG00000111052			Lin7a (MGI:2135609)
chr12	81077871	81261210	12q21.31	12q21.31	614356	ACSS3	Acyl-CoA synthetase short-chain family, member 3	ACSS3	79611	ENSG00000111058			Acss3 (MGI:2685720)
chr12	81257975	81759350	12q21.31	12q21.31	603143	PPFIA2	PTPRF-interacting protein alpha-2	PPFIA2	8499	ENSG00000139220			Ppfia2 (MGI:2443834)
chr12	82352303	82358805	12q21.31	12q21.31	619280	CCDC59, BR22, TAP26	Coiled-coil domain-containing protein 59	CCDC59	29080	ENSG00000133773			Ccdc59 (MGI:1289302)
chr12	82686906	83134866	12q21.31	12q21.31	615856	TMTC2	Transmembrane and tetratricopeptide repeat domains-containing protein 2	TMTC2	160335	ENSG00000179104			Tmtc2 (MGI:1914057)
chr12	84859491	84912799	12q21.3-q21.4	12q21.31	607971	SLC6A15, SBAT1	Solute carrier family 6 (neurotransmitter transporter), member 15	SLC6A15	55117	ENSG00000072041			Slc6a15 (MGI:2143484)
chr12	85280220	85301784	12q21.3-q22	12q21.31	601527	ALX1, CART1, FND3	Aristaless-like homeobox 1 (cartilage homeoprotein 1)	ALX1	8092	ENSG00000180318		Frontonasal dysplasia 3, 613456 (3), Autosomal recessive	Alx1 (MGI:104621)
chr12	85800703	85836409	12q21.31	12q21.31	610383	RASSF9, PAMCI, PCIP1	Ras association domain family, member 9	RASSF9	9182	ENSG00000198774			Rassf9 (MGI:2384307)
chr12	85874295	85882992	12q21	12q21.31	162650	NTS	Neurotensin	NTS	4922	ENSG00000133636			Nts (MGI:1328351)
chr12	85955667	86839000	12q21	12q21.31-q21.32	607385	GNTIVH	UDP-N-acetylglucosamine:alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IV	MGAT4C	25834	ENSG00000182050			Mgat4c (MGI:1914819)
chr12	88049016	88142088	12q21.3	12q21.32	610142	CEP290, KIAA0373, 3H11AG, JBTS5, SLSN6, LCA10, BBS14	Centrosomal protein, 290kD	CEP290	80184	ENSG00000198707	mutation identified in 1 BBS14 family	Leber congenital amaurosis 10, 611755 (3); Joubert syndrome 5, 610188 (3), Autosomal recessive; Senior-Loken syndrome 6, 610189 (3), Autosomal recessive; ?Bardet-Biedl syndrome 14, 615991 (3), Autosomal recessive; Meckel syndrome 4, 611134 (3), Autosomal recessive	Cep290 (MGI:2384917)
chr12	88142307	88199887	12q21.32	12q21.32	617218	TMTC3, SMILE, LIS8	Transmembrane and tetratricopeptide repeat domains-containing protein 3	TMTC3	160418	ENSG00000139324		Lissencephaly 8, 617255 (3), Autosomal recessive	Tmtc3 (MGI:3036255)
chr12	88492793	88580471	12q22	12q21.32	184745	KITLG, MGF, SF, SCF, SHEP7, FPHH, DCUA, DFNA69, WS2F	KIT ligand (mast cell growth factor; steel, mouse, homolog of)	KITLG	4254	ENSG00000049130	associated with dbSNP rs12821256	Hyperpigmentation with or without hypopigmentation, 145250 (3), Autosomal dominant; Waardenburg syndrome, type 2F, 619947 (3), Autosomal recessive; Deafness, autosomal dominant 69, unilateral or asymmetric, 616697 (3), Autosomal dominant; [Skin/hair/eye pigmentation 7, blond/brown hair], 611664 (3)	Kitl (MGI:96974)
chr12	88600001	92200000	12q21.33		121400	CNA1	Cornea plana 1, autosomal dominant		1255		between D12S82 and D12S351	Cornea plana 1, autosomal dominant, 121400 (2), Autosomal dominant	
chr12	88600001	92200000	12q21.33		612868	PACD	Corneal dystrophy, posterior amorphous				contiguous gene deletion syndrome	Corneal dystrophy, posterior amorphous, 612868 (4), Autosomal dominant	
chr12	89347235	89352501	12q21.33	12q21.33	602748	DUSP6, MKP3, PYST1, HH19	Dual-specificity phosphatase-6	DUSP6	1848	ENSG00000139318		Hypogonadotropic hypogonadism 19 with or without anosmia, 615269 (3), Autosomal dominant	Dusp6 (MGI:1914853)
chr12	89419718	89526047	12q21.33	12q21.33	614784	POC1B, PIX1, CORD20	POC1B antisense RNA 1	POC1B	282809	ENSG00000139323		Cone-rod dystrophy 20, 615973 (3), Autosomal recessive	Poc1b (MGI:1918511)
chr12	89519412	89524796	12q21.3-q22	12q21.33	603565	GALNT4, GalNAcT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4	GALNT4	8693	ENSG00000257594			Galnt4 (MGI:894692)
chr12	89588049	89709366	12q21-q23	12q21.33	108731	ATP2B1, PMCA1, MRD66	ATPase, Ca++ transporting, plasma membrane, 1	ATP2B1	490	ENSG00000070961		Intellectual developmental disorder, autosomal dominant 66, 619910 (3), Autosomal dominant	Atp2b1 (MGI:104653)
chr12	90963682	91004972	12q21	12q21.33	601657	EPYC, DSPG3	Epiphycan	EPYC	1833	ENSG00000083782			Epyc (MGI:107942)
chr12	91050491	91058024	12q22	12q21.33	603288	KERA, CNA2	Keratocan	KERA	11081	ENSG00000139330		Cornea plana 2, autosomal recessive, 217300 (3), Autosomal recessive	Kera (MGI:1202398)
chr12	91102629	91111494	12q21.3-q22	12q21.33	600616	LUM, LDC	Lumican	LUM	4060	ENSG00000139329			Lum (MGI:109347)
chr12	91140484	91182817	12q21.3	12q21.33	125255	DCN, CSCD	Decorin	DCN	1634	ENSG00000011465	conflicting assignments to 12q23 and 12q13.2	Corneal dystrophy, congenital stromal, 610048 (3), Autosomal dominant	Dcn (MGI:94872)
chr12	92140278	92145846	12q22	12q21.33	109580	BTG1	BTG antiproliferation factor 1	BTG1	694	ENSG00000133639			Btg1 (MGI:88215)
chr12	92200001	108600000	12q22-q23.3		608096	ETL2, FTLE	Epilepsy, familial temporal lobe		619399		max lod at D12S1706	Epilepsy, familial temporal lobe, 2, 608096 (2), Autosomal dominant	
chr12	92200001	103500000	12q22-q23.2		608520	MDD1	Major depressive disorder		431708		max lod with D12S1706	Major depressive disorder 1, 608516 (2)	
chr12	92420086	92432999	12q22	12q22	616989	CLLU1OS	Chronic lymphocytic leukemia upregulated 1, opposite strand	CLLU1-AS1	574016	ENSG00000205057			
chr12	92421531	92431002	12q22	12q22	616988	CLLU1	Chronic lymphocytic leukemia upregulated gene 1	CLLU1	574028	ENSG00000257127			
chr12	92770637	92929295	12q22	12q22	605070	EEA1	Early endosome antigen 1	EEA1	8411	ENSG00000102189			Eea1 (MGI:2442192)
chr12	93377925	93408146	12q22	12q22	609229	NUDT4, DIPP2, KIAA0487	Nudix hydrolase 4	NUDT4	11163	ENSG00000173598			Nudt4 (MGI:1918457)
chr12	93405684	93441947	12q22	12q22	603679	UBE2N, UBCHBEN, UBC13	Ubiquitin-conjugating enzyme E2 N	UBE2N	7334	ENSG00000177889			Ube2n (MGI:1934835)
chr12	93467514	93516214	12q22	12q22	611847	MRPL42, MRPL31, MRPS32	Mitochondrial ribosomal protein L42	MRPL42	28977	ENSG00000198015			Mrpl42 (MGI:1333774)
chr12	93565628	93571398	12q22	12q22	617269	SOCS2AS1	SOCS2 antisense RNA 1	SOCS2-AS1	144481	ENSG00000246985			
chr12	93569969	93626236	12q22	12q22	605117	SOCS2, STATI2, CIS2	Suppressor of cytokine signaling 2	SOCS2	8835	ENSG00000120833			Socs2 (MGI:1201787)
chr12	93677375	93894840	12q21.33-q23.1	12q22	603454	CRADD, RAIDD, MRT34	Caspase and RIP adaptor with death domain	CRADD	8738	ENSG00000169372		Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly, 614499 (3), Autosomal recessive	Cradd (MGI:1336168)
chr12	94265662	94460454	12q22	12q22	615847	CEP83, CCDC41, NPHP18	Centrosomal protein, 83kD	CEP83	51134	ENSG00000173588		Nephronophthisis 18, 615862 (3), Autosomal recessive	Cep83 (MGI:1924298)
chr12	94148577	94307675	Chr.12	12q22	604259	VESPR	Virus-encoded semaphorin protein receptor	PLXNC1	10154	ENSG00000136040			Plxnc1 (MGI:1890127)
chr12	94567122	94650557	12q22	12q22	617459	TMCC3	Transmembrane and coiled-coil domain family, member 3	TMCC3	57458	ENSG00000057704			Tmcc3 (MGI:2442900)
chr12	94834398	94834513	12q22	12q22	614384	MIR492	Micro RNA 492	MIR492	574449	ENSG00000283998	within KRT19		
chr12	94971333	95003697	12q22	12q22	614530	NDUFA12, MC1DN23	NADH-ubiquinone oxidoreductase subunit A12	NDUFA12	55967	ENSG00000184752		Mitochondrial complex I deficiency, nuclear type 23, 618244 (3), Autosomal recessive	Ndufa12 (MGI:1913664)
chr12	95020229	95073618	12q22	12q22	601529	NR2C1, TR2	Nuclear receptor subfamily 2, group C, member 1	NR2C1	7181	ENSG00000120798			Nr2c1 (MGI:1352465)
chr12	95076749	95217467	12q22	12q22	613520	FGD6, ZFYVE24	FYVE, RhoGEF, and ph domain-containing protein 6	FGD6	55785	ENSG00000180263			Fgd6 (MGI:1261419)
chr12	95217807	95302799	12q22	12q22	619749	VEZT	Vezatin, adherens junctions transmembrane protein	VEZT	55591	ENSG00000028203			Vezt (MGI:2143698)
chr12	95474152	95515839	12q22	12q22	601870	METAP2, p67	Methionine aminopeptidase 2	METAP2	10988	ENSG00000111142			Metap2 (MGI:1929701)
chr12	95516560	95551681	12q22	12q22	610993	USP44	Ubiquitin-specific protease 44	USP44	84101	ENSG00000136014			Usp44 (MGI:3045318)
chr12	95657807	95791155	12q22-q23	12q22	610401	NTN4	Netrin 4	NTN4	59277	ENSG00000074527			Ntn4 (MGI:1888978)
chr12	95800001	133275309	12q23-q24		613096	SPG36	Spastic paraplegia-36		791228		between D12S360 and D12S354	Spastic paraplegia 36, autosomal dominant, 613096 (2), Autosomal dominant	
chr12	95858952	95866140	12q23.1	12q23.1	603541	SNRPF	Small nuclear ribonucleoprotein polypeptide F	SNRPF	6636	ENSG00000139343			Snrpf (MGI:1917128)
chr12	95972662	95996344	12q22-q23	12q23.1	609457	HAL, HSTD	Histidine ammonia-lyase (histidase)	HAL	3034	ENSG00000084110		[Histidinemia], 235800 (3), Autosomal dominant, Autosomal recessive	Hal (MGI:96010)
chr12	96000753	96043520	12q22	12q23.1	151570	LTA4H	Leukotriene A4 hydrolase	LTA4H	4048	ENSG00000111144			Lta4h (MGI:96836)
chr12	96194375	96269824	12q23	12q23.1	600247	ELK3, SAP2, ERP	ELK3, ETS-domain protein (SRF accessory protein 2)	ELK3	2004	ENSG00000111145			Elk3 (MGI:101762)
chr12	96278225	96400439	12q23.1	12q23.1	603440	CDK17, PCTK2, PCTAIRE2	Cyclin-dependent kinase 17	CDK17	5128	ENSG00000059758			Cdk17 (MGI:97517)
chr12	96907257	96953780	12q22	12q23.1	600372	NEDD1	Neural precursor cell expressed, developmentally down-regulated 1	NEDD1	121441	ENSG00000139350			Nedd1 (MGI:97293)
chr12	97462804	97565035	12q21	12q23.1	607045	RMST, NCRMS, NCRNA00054	Rhabdomyosarcoma 2-associated transcript	RMST	196475	ENSG00000255794			
chr12	98515573	98550351	12q22	12q23.1	188380	TMPO, LAP2	Thymopoietin	TMPO	7112	ENSG00000120802			Tmpo (MGI:106920)
chr12	98593686	98606367	12q23	12q23.1	600370	SLC25A3, PHC	Solute carrier family 25 (mitochondrial carrier), member 3	SLC25A3	5250	ENSG00000075415		Mitochondrial phosphate carrier deficiency, 610773 (3), Autosomal recessive	Slc25a3 (MGI:1353498)
chr12	98613404	98644788	12q23	12q23.1	609861	IKIP	I-kappa-B kinase-interacting protein	IKBIP	121457	ENSG00000166130			Ikbip (MGI:1914704)
chr12	98645290	98735433	12q23	12q23.1	602233	APAF1	Apoptotic protease activating factor 1	APAF1	317	ENSG00000120868			Apaf1 (MGI:1306796)
chr12	98734786	99984936	12q23.1	12q23.1	607815	ANKS1B, EB1	Ankyrin repeat and sterile alpha motif domain-containing protein 1B	ANKS1B	56899	ENSG00000185046			Anks1b (MGI:1924781)
chr12	100037072	100142874	12q23.1	12q23.1	619811	UHRF1BP1L, SHIP164, KIAA0701	UHRF1-binding protein 1-like	BLTP3B	23074	ENSG00000111647			Bltp3b (MGI:2442888)
chr12	100200815	100224424	12q23.1	12q23.1	619729	ACTR6, ARP6	Actin-related protein 6	ACTR6	64431	ENSG00000075089			Actr6 (MGI:1914269)
chr12	100267177	100341715	12q23.1	12q23.1	616365	SCYL2, CVAK104, KIAA1360, AMC4	SCY1-like protein 2	SCYL2	55681	ENSG00000136021		Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum, 618766 (3), Autosomal recessive	Scyl2 (MGI:1289172)
chr12	100357074	100422055	12q23	12q23.1	607557	SLC17A8, VGLUT3, DFNA25	Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8 (vesicular glutamate transporter 3)	SLC17A8	246213	ENSG00000179520		Deafness, autosomal dominant 25, 605583 (3), Autosomal dominant	Slc17a8 (MGI:3039629)
chr12	100473866	100564414	12q23.1	12q23.1	603826	NR1H4, FXR, RIP14, PFIC5	Nuclear receptor subfamily 1 group H member 4	NR1H4	9971	ENSG00000012504		Cholestasis, progressive familial intrahepatic, 5, 617049 (3), Autosomal recessive	Nr1h4 (MGI:1352464)
chr12	100573684	100628288	12q23.1	12q23.1	617224	GAS2L3, G2L3	Growth arrest-specific 2-like 3	GAS2L3	283431	ENSG00000139354			Gas2l3 (MGI:1918780)
chr12	100717261	101128641	12q23	12q23.1	610111	TMEM16D, FLJ34272	Transmembrane protein 16D	ANO4	121601	ENSG00000151572			Ano4 (MGI:2443344)
chr12	101155493	101210238	12q22-q23	12q23.1-q23.2	608044	SLC5A8, AIT, SMCT	Solute carrier family (iodide transporter), member 8	SLC5A8	160728	ENSG00000256870			Slc5a8 (MGI:2384916)
chr12	101200001	103500000	12q23.2		614985	HELLPAR, lncHELLP	HELLP syndrome-associated long noncoding RNA	HELLPAR	101101692				
chr12	101280105	101386618	12q23.2-q23.3	12q23.2	612822	UTP20, DRIM	UTP20 small subunit processome component	UTP20	27340	ENSG00000120800			Utp20 (MGI:1917933)
chr12	101393116	101407820	12q23.2	12q23.2	603425	ARL1	ADP ribosylation factor-like GTPase 1	ARL1	400	ENSG00000120805			Arl1 (MGI:99436)
chr12	101475336	101486997	12q22	12q23.2	612568	SPIC	SPIC transcription factor	SPIC	121599	ENSG00000166211			Spic (MGI:1341168)
chr12	101594971	101695841	12q23.2	12q23.2	160794	MYBPC1, LCCS4, CMYP16	Myosin-binding protein C, slow type	MYBPC1	4604	ENSG00000196091		Congenital myopathy 16, 618524 (3), Autosomal dominant; Lethal congenital contracture syndrome 4, 614915 (3), Autosomal recessive; Arthrogryposis, distal, type 1B, 614335 (3), Autosomal dominant	Mybpc1 (MGI:1336213)
chr12	101697640	101729074	12q23.2	12q23.2	616747	CHPT1, CPT, CPT1	Choline phosphotransferase 1	CHPT1	56994	ENSG00000111666			Chpt1 (MGI:2384841)
chr12	101728648	101739462	12q23	12q23.2	604759	SYCP3, SCP3, COR1, SPGF4, RPRGL4	Synaptonemal complex protein 3	SYCP3	50511	ENSG00000139351		Pregnancy loss, recurrent, 4, 270960 (3), Autosomal dominant; Spermatogenic failure 4, 270960 (3), Autosomal dominant	Gm773,Sycp3 (MGI:109542,MGI:2685619)
chr12	101745499	101830959	12q23.3	12q23.2	607840	GNPTAB, GNPTA	N-acetylglucosamine-1-phosphate transferase, alpha/beta subunits	GNPTAB	79158	ENSG00000111670	conflicting assignment to 4q	Mucolipidosis III alpha/beta, 252600 (3), Autosomal recessive; Mucolipidosis II alpha/beta, 252500 (3), Autosomal recessive	Gnptab (MGI:3643902)
chr12	101877580	101923612	12q23.2	12q23.2	610776	DRAM1	Damage-regulated autophagy modulator 1	DRAM1	55332	ENSG00000136048			Dram1 (MGI:1918962)
chr12	102012840	102062124	12q23.2	12q23.2	619925	WASHC3, CCDC53	WASH complex, subunit 3	WASHC3	51019	ENSG00000120860			Washc3 (MGI:1914532)
chr12	102073103	102120114	12q23.2	12q23.2	609264	NUP37, p37, MCPH24	Nucleoporin, 37kD	NUP37	79023	ENSG00000075188	mutation identified in 1 MCPH24 family	?Microcephaly 24, primary, autosomal recessive, 618179 (3), Autosomal recessive	Nup37 (MGI:1919964)
chr12	102120183	102197520	12q23	12q23.2	613687	C12orf48, AROM, PARPBP	Chromosome 12 open reading frame 48	PARPBP	55010	ENSG00000185480			Parpbp (MGI:1922567)
chr12	102196459	102197833	12q23-q24	12q23.2	176795	PMCH	Pro-melanin-concentrating hormone	PMCH	5367	ENSG00000183395			Pmch (MGI:97629)
chr12	102395874	102481839	12q22-q24.1	12q23.2	147440	IGF1	Insulin-like growth factor-1, or somatomedin C	IGF1	3479	ENSG00000017427		Insulin-like growth factor I deficiency, 608747 (3), Autosomal recessive	Igf1 (MGI:96432)
chr12	102836889	102958441	12q24.1	12q23.2	612349	PAH, PKU1	Phenylalanine hydroxylase	PAH	5053	ENSG00000171759	close to IGF1	[Hyperphenylalaninemia, non-PKU mild], 261600 (3), Autosomal recessive; Phenylketonuria, 261600 (3), Autosomal recessive	Pah (MGI:97473)
chr12	102957674	102960513	12q22-q23	12q23.2	100790	ASCL1, ASH1	Achaete-scute family bHLH transcription factor 1	ASCL1	429	ENSG00000139352	distal to PAH and proximal to TRA1		Ascl1 (MGI:96919)
chr12	103587273	103766719	12q23.3	12q23.3	608561	STAB2, FEEL2	Stabilin 2	STAB2	55576	ENSG00000136011			Stab2 (MGI:2178743)
chr12	103746315	103841234	12q22-q23.1	12q23.3	611076	NT5DC3, TU12B1TY, GNN	5' nucleotidase domain-containing protein 3	NT5DC3	51559	ENSG00000111696			Nt5dc3 (MGI:3513266)
chr12	103930410	103947926	12q23.3	12q23.3	191175	HSP90B1, TRA1, GRP94, GP96	Heat-shock protein, 90kD, beta, 1	HSP90B1	7184	ENSG00000166598			Hsp90b1 (MGI:98817)
chr12	103950194	103965707	12q23.3	12q23.3	618812	C12orf73, BR	Chromosome 12 open reading frame 73 (brawnin)	UQCC6	728568	ENSG00000204954			Uqcc6 (MGI:3698433)
chr12	103965872	103988874	12q24.1	12q23.3	601423	TDG	Thymine-DNA glycosylase	TDG	6996	ENSG00000139372			Tdg,Tdg-ps (MGI:108247,MGI:3645587)
chr12	104064531	104106524	12q23.3	12q23.3	607926	HCFC2, HCF2	Host cell factor C2	HCFC2	29915	ENSG00000111727			Hcfc2 (MGI:1915183)
chr12	104117086	104138210	12q23.3	12q23.3	189904	NFYB	Transcription factor NF-Y, B subunit	NFYB	4801	ENSG00000120837			Nfyb (MGI:97317)
chr12	104215779	104350307	12q23-q24.1	12q23.3	601112	TXNRD1, TXNR	Thioredoxin reductase-1	TXNRD1	7296	ENSG00000198431			Txnrd1 (MGI:1354175)
chr12	104303739	104305205	12q23-q24.1	12q23.3	612986	EID3, NSMCE4B, NSE4B	E1A-like inhibitor of differentiation 3	EID3	493861	ENSG00000255150			Eid3 (MGI:1913591)
chr12	104456948	104762014	12q23	12q23.3	610128	CHST11, C4ST1, OCBMD	Carbohydrate sulfotransferase 11	CHST11	50515	ENSG00000171310	mutation identified in 1 OCBMD family	?Osteochondrodysplasia, brachydactyly, and overlapping malformed digits, 618167 (3), Autosomal recessive	Chst11 (MGI:1927166)
chr12	104801801	104958746	12q23.3	12q23.3	610802	SLC41A2	Solute carrier family 41, member 2	SLC41A2	84102	ENSG00000136052			Slc41a2 (MGI:2442940)
chr12	105019790	105084458	12q23.3	12q23.3	613584	ALDH1L2	Aldehyde dehydrogenase 1 family, member L2	ALDH1L2	160428	ENSG00000136010			Aldh1l2 (MGI:2444680)
chr12	105107731	105169130	12q23.3	12q23.3	615748	WASHC4, KIAA1033, SWIP, MRT43	WASH complex, subunit 4	WASHC4	23325	ENSG00000136051		Intellectual developmental disorder, autosomal recessive 43, 615817 (3), Autosomal recessive	Washc4 (MGI:2441787)
chr12	105173300	105236174	12q24.1	12q23.3	606231	APPL2, FLJ10659	Adaptor protein, phosphotyrosine interaction, PH domain, and leucine zipper-containing protein 2	APPL2	55198	ENSG00000136044			Appl2 (MGI:2384914)
chr12	106063345	106138954	12q23.3	12q23.3	608130	NUAK1, ARK5,  KIAA0537	NUAK family, SNF1-like kinase, 1	NUAK1	9891	ENSG00000074590			Nuak1 (MGI:1925226)
